subject,predicate,object
GO_0033178,rdf-schema#subClassOf,Nce0e9d37b06149e6ba71a2c88cf752ee
GO_0045986,rdf-schema#subClassOf,Ncf23ef48f94c4336b7614e191cfc0e31
GO_1903830,rdf-schema#subClassOf,GO_0098655
GO_0140409,rdf-schema#subClassOf,GO_0031442
GO_1902047,oboInOwl#hasAlternativeId,GO:1905122
GO_0005937,rdf-schema#subClassOf,GO_0120025
GO_0016714,rdf-schema#subClassOf,GO_0004497
GO_0005977,rdf-schema#subClassOf,GO_0044042
GO_1900441,rdf-schema#subClassOf,GO_1900742
N38ccd244a5b04f7d88d73ea6d9b135ae,owl#onProperty,RO_0002213
GO_0043417,rdf-schema#subClassOf,GO_0048640
Nb623faef945249dbb1b0a5958ddf2502,22-rdf-syntax-ns#rest,Nc1207e29c1ed4be5a6ffd58c739956c0
GO_0019555,rdf-schema#subClassOf,GO_0006538
GO_0019362,rdf-schema#subClassOf,GO_0072524
GO_0019090,rdf-schema#subClassOf,GO_0051029
N53ee132864df49f794f82c8428e63a84,owl#someValuesFrom,GO_0006633
N78c7d67082db42c4adea41c57bdc5314,22-rdf-syntax-ns#rest,Ne307a9deeb8f4950a5e9f51c45b18166
GO_0016197,rdf-schema#subClassOf,GO_0046907
Na189c7207a374a408cc12d01d7948c28,owl#intersectionOf,N727c0c4525ea421c884e94015ce6c5e6
GO_0002760,owl#equivalentClass,Na6705013d6864f53b20259f5a912ab51
N83511a1054494b58afb0c0d46d131933,owl#intersectionOf,N3eb6b6ce66004e5b862f000802f52e43
GO_0036267,rdf-schema#subClassOf,GO_0070783
GO_0042379,rdf-schema#subClassOf,GO_0005126
GO_0007093,oboInOwl#hasAlternativeId,GO:0072413
GO_1901739,rdf-schema#subClassOf,N5f71abc5a9794e0fa01137b47ca7baf5
GO_0030243,rdf-schema#subClassOf,GO_0051273
N6a1c4926a40946a4afb3bf259b948e33,owl#someValuesFrom,GO_0005622
GO_0009181,rdf-schema#subClassOf,GO_0009137
GO_0019369,rdf-schema#subClassOf,GO_0006690
Nd4063d75b962483ab69d78b52e5ddf66,owl#onProperty,BFO_0000050
GO_0009228,rdf-schema#subClassOf,GO_0006772
GO_0019346,rdf-schema#subClassOf,GO_0009092
Ncc4f59eb40d14a849d0202ad2cb0e6d3,22-rdf-syntax-ns#first,GO_0065007
GO_0006412,oboInOwl#inSubset,go#goslim_drosophila
GO_0042765,rdf-schema#subClassOf,GO_0098796
GO_0032156,rdf-schema#subClassOf,GO_0005856
Nfcbf48b5c01b496d9d6d17fd087e943e,owl#intersectionOf,N4ee1be95805345d19828622a75e7dcf7
GO_0009050,rdf-schema#subClassOf,GO_1901136
GO_0055035,rdf-schema#subClassOf,GO_0042170
Na8f53db4b64940a48c7d39ba67828e88,22-rdf-syntax-ns#first,GO_0065007
GO_0048533,rdf-schema#subClassOf,GO_0030154
GO_0010558,rdf-schema#subClassOf,GO_0031327
N33cb3f871a6c4741aa2fc585d9821a19,owl#onProperty,BFO_0000050
N282dccf9d4674f5f924fddcd711a8876,owl#onProperty,BFO_0000051
Nb13f277dcb034714820acc22b28910d8,owl#onProperty,RO_0002211
N3d583fd57b144dd097d8cd8cfdbc44a2,owl#someValuesFrom,GO_0007631
N2d01d020e20245b59b27bd10fd0347b7,owl#someValuesFrom,GO_0071670
N44e6ccee825f41248990da1a0479bc46,owl#intersectionOf,N37346d20b7c942d18f93bfaac49c281f
GO_0046437,rdf-schema#subClassOf,GO_0046416
GO_0007062,rdf-schema#subClassOf,GO_0022402
N5533dd8ccf4441a3a7b644f76684ae11,owl#someValuesFrom,GO_0004812
GO_2000787,rdf-schema#subClassOf,N6946c360283a47ed8b058621f3b372a9
GO_0046167,rdf-schema#subClassOf,GO_1901137
Ne2bcae7627854f61ae66a937268de1e0,22-rdf-syntax-ns#first,GO_0065007
GO_0044060,rdf-schema#subClassOf,N72268c93f5b142ef963cbc0eecc59881
GO_0022411,oboInOwl#inSubset,go#goslim_pir
N2fb18d2c196b4ee2b04546aaec826577,owl#onProperty,RO_0002212
GO_0016211,rdf-schema#subClassOf,GO_0016880
N7c00dca788be4a1aa2f14ee95bf67706,owl#onProperty,RO_0002213
GO_0006586,rdf-schema#subClassOf,GO_0006576
GO_0042274,rdf-schema#subClassOf,GO_0022613
GO_0009311,oboInOwl#hasAlternativeId,GO:0051690
GO_0016853,oboInOwl#inSubset,go#goslim_metagenomics
GO_0022904,rdf-schema#subClassOf,GO_0022900
Nb42d5cc692444b428d01ca1f409dc4f3,owl#someValuesFrom,GO_0042597
GO_0060632,rdf-schema#subClassOf,N7b72c4f57dd74efab5ea5ff028c10911
N0efe8623ef9a4ce3a20f083a231732ee,22-rdf-syntax-ns#first,N416c4edfaf1c4e7886375e40b050c6f9
N3ba25b4941084b97afecc6f1a019fb37,22-rdf-syntax-ns#first,N0691ea3fe05145a8987be989fea5391f
GO_0004131,rdf-schema#subClassOf,GO_0019239
GO_0007165,rdf-schema#subClassOf,N1c1aef5a86cd469fac8b7346406e5a1b
GO_0072330,rdf-schema#subClassOf,GO_0032787
GO_0034618,rdf-schema#subClassOf,GO_0043169
GO_0140078,rdf-schema#subClassOf,GO_0003906
GO_1901658,rdf-schema#subClassOf,GO_1901657
GO_0043211,rdf-schema#subClassOf,GO_0015144
GO_1905948,rdf-schema#subClassOf,GO_0140359
N260afa4e63e74fc09726e06da5f83f0f,22-rdf-syntax-ns#first,GO_0065007
GO_0050673,rdf-schema#subClassOf,GO_0008283
Nd69703e782a747da93ac7190b4892734,owl#intersectionOf,N147e9a5aaa4240b891dd1fd1c2e2fc8b
Nafcd4acfcbc246ac979af24eb18bd883,owl#onProperty,RO_0002211
GO_1902239,rdf-schema#subClassOf,GO_1902219
GO_0005681,rdf-schema#subClassOf,GO_1990904
GO_0097707,rdf-schema#subClassOf,GO_0012501
GO_0016055,oboInOwl#hasAlternativeId,GO:0007222
GO_0006996,oboInOwl#inSubset,go#goslim_pir
Ndc8be416f2b54e838b93262032f7cd75,owl#onProperty,RO_0002212
GO_1905955,rdf-schema#subClassOf,GO_1901509
GO_0006231,rdf-schema#subClassOf,GO_0046073
GO_0016073,oboInOwl#inSubset,go#goslim_pombe
GO_0009451,rdf-schema#subClassOf,GO_0043412
Na59d5f90c6ae4f568f72c4288f92adb5,owl#someValuesFrom,GO_0006353
GO_0008219,rdf-schema#subClassOf,GO_0009987
N96ba0b02981947a580f4f7d224ba88b1,owl#onProperty,RO_0002212
GO_1903517,rdf-schema#subClassOf,N1c7b952f7eb64b398227b88461184526
GO_0071594,rdf-schema#subClassOf,GO_0070489
GO_0036465,rdf-schema#subClassOf,GO_0006810
GO_0006417,rdf-schema#subClassOf,GO_0051246
GO_0006933,rdf-schema#subClassOf,GO_0007162
GO_2000242,rdf-schema#subClassOf,GO_0048519
GO_0099521,oboInOwl#inSubset,go#goslim_synapse
GO_1903715,rdf-schema#subClassOf,Naaf2b9e34c4540d48480d8cb11619337
N8a7806ad1aed4be3a6b90c94e6234eef,22-rdf-syntax-ns#first,N2e43961f5c274a08931f092047c62f75
GO_0043939,rdf-schema#subClassOf,N9227ab5d29444e9d91aed5bdaef9b043
N64656ca10fc44de390f45eb634dc5370,22-rdf-syntax-ns#first,GO_0065007
N58d0d4cd37664e9f8119ff7a001d1518,22-rdf-syntax-ns#rest,N72402fb745014782a38fc25b52168756
GO_0016662,rdf-schema#subClassOf,GO_0016661
N1f13e81341e84bbfb61d7153a0f0f8dc,owl#intersectionOf,Nec053ac65f6f4b509cb31ad69e281099
Na6745f1c920949c69920a8a4f797bcc6,owl#someValuesFrom,GO_0035418
GO_0048285,oboInOwl#inSubset,go#goslim_yeast
GO_0031982,oboInOwl#hasAlternativeId,GO:0031988
GO_0042044,rdf-schema#subClassOf,GO_0006810
Ndc4ef28e86b54a5d9e5c75d296390503,22-rdf-syntax-ns#rest,N8d0dfd11af1a49e3b318559d89a56c5f
GO_0006446,owl#equivalentClass,N0ef79a472a85402eaa992c91218b07e2
GO_1901658,rdf-schema#subClassOf,GO_1901136
N29ccc7314ffe49c180424ebdbd4d6791,owl#someValuesFrom,GO_2001128
N1d21464707e64a948fe6775709aec4c1,owl#someValuesFrom,GO_0006929
N61677cd4791c4db6b5595f39af3a166e,owl#onProperty,BFO_0000050
Nfb099effb27b43ad8fbc115b52d3e400,owl#someValuesFrom,GO_0043447
N53b2095f2b9849f2a4717cfa4bc6d58f,owl#intersectionOf,Nbcc3b69b350d41028d2479c6dc05d374
GO_0044409,oboInOwl#hasAlternativeId,GO:0075052
Na6a2cecff42747f5b1de70e04015ea90,owl#intersectionOf,N6282592503b64979b03b5054300f4f08
N9e3b55bff22c4c798942f3260242d550,owl#onProperty,BFO_0000050
GO_1904950,rdf-schema#subClassOf,N1945d4c2023f426999aaafe5bf619e81
GO_0002820,owl#equivalentClass,Nbe031545f1e34aa6b87bf3772cc3b1f2
GO_0006506,oboInOwl#hasAlternativeId,GO:0015998
Nca0bf7fc418a482a97119e3845404093,owl#someValuesFrom,GO_0072193
GO_0004760,oboInOwl#hasAlternativeId,GO:0004761
GO_0033819,oboInOwl#hasAlternativeId,GO:0102555
GO_0015838,rdf-schema#subClassOf,GO_0072337
GO_0003676,rdf-schema#subClassOf,GO_0097159
N06e0f7426c2b47ecb1e34203011b5f24,22-rdf-syntax-ns#first,GO_0006915
N9d7ba5286039419fa3fbe51687b89953,22-rdf-syntax-ns#rest,Neec03ab60e864a77834d2480a6df13a3
GO_0051234,oboInOwl#inSubset,go#goslim_flybase_ribbon
GO_0008519,rdf-schema#subClassOf,GO_0015267
GO_0016226,rdf-schema#subClassOf,GO_0031163
GO_0015078,rdf-schema#subClassOf,Nf8d0b80d5a6b47eab58923d45d72d3af
GO_0006713,rdf-schema#subClassOf,GO_0008211
GO_0005575,oboInOwl#inSubset,go#goslim_yeast
N98b460c9a7e64c26920643c7944377b0,22-rdf-syntax-ns#first,N5ffca405ab7d467bb00e43901f8cc98f
N7a542448f346409e9d4a6c8654f8c6d6,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
N333e77640d424ebd863ffc129a39f954,22-rdf-syntax-ns#rest,Nbecf202a65f04c90a1b8b881d5b61484
GO_0004619,rdf-schema#subClassOf,GO_0016868
GO_0006793,oboInOwl#inSubset,go#goslim_pir
GO_0043392,rdf-schema#subClassOf,GO_0051100
GO_0043103,rdf-schema#subClassOf,GO_0043096
GO_0016837,rdf-schema#subClassOf,GO_0016835
GO_0019877,rdf-schema#subClassOf,GO_0008652
GO_0002805,rdf-schema#subClassOf,GO_0002784
GO_0031670,rdf-schema#subClassOf,GO_0070887
GO_0019670,rdf-schema#subClassOf,GO_0019666
N77c08e9932c04e3788a0a2a215aaad24,owl#someValuesFrom,GO_0006281
GO_0035562,rdf-schema#subClassOf,GO_0035561
GO_0002573,rdf-schema#subClassOf,GO_0030099
GO_1904429,owl#equivalentClass,N22ac7600c65842b5876e109053ce4ce7
GO_1905200,rdf-schema#subClassOf,GO_1905039
GO_0045995,rdf-schema#subClassOf,GO_2000026
GO_0019294,rdf-schema#subClassOf,GO_0046364
N2170a21941834d23bddbf527def1e76c,owl#onProperty,BFO_0000050
Na2c1f462210a4648b39924873c4a244e,owl#onProperty,BFO_0000050
GO_0016043,oboInOwl#inSubset,go#goslim_plant_ribbon
GO_0006091,oboInOwl#inSubset,go#goslim_pir
N1f2ac766a711470c87e76786d6272dda,22-rdf-syntax-ns#rest,N0623632be4134be1aec777455b4dda23
GO_0006457,oboInOwl#inSubset,go#goslim_euk_cellular_processes_ribbon
Nb2036dcd9d504f3ab6cb81c391b2a133,owl#onProperty,RO_0002211
N6cc6dbe379ca471ead738f8508bd2594,owl#someValuesFrom,GO_0015629
GO_0051649,rdf-schema#subClassOf,N46ed647f9a584f72865d8d9fae1c0835
GO_0072048,rdf-schema#subClassOf,N78e26d4832ad49bda8a9b591d8a2aca7
GO_0051550,rdf-schema#subClassOf,GO_0009812
Nabeeb0010bd84c0487b7889357add622,22-rdf-syntax-ns#first,GO_0065007
GO_1900674,rdf-schema#subClassOf,GO_0120251
Naca35cd8e7b446afa02cfc988da2d10c,22-rdf-syntax-ns#first,GO_0065007
GO_0032549,rdf-schema#subClassOf,GO_0001882
GO_0072216,owl#equivalentClass,N34e6edc9b0c6496b82f877d6fed15f02
N410488e5f8354a03b61cdedc1e899b05,owl#someValuesFrom,GO_0005739
Nfaacb6741dce4ef6852129224c3f8a1d,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
N6da11b2824a14729a3e87e847a95b4d3,owl#onProperty,BFO_0000050
GO_0006685,rdf-schema#subClassOf,GO_0006684
GO_0006750,rdf-schema#subClassOf,GO_0019184
N1e297b3a382a4dd1a4c2882eb507de7b,22-rdf-syntax-ns#first,GO_0065007
GO_1901856,owl#equivalentClass,Nc1e1b04bda4f4302bbad66effeb176eb
GO_0019354,rdf-schema#subClassOf,GO_0006783
GO_0043774,rdf-schema#subClassOf,GO_0016881
GO_0035630,owl#equivalentClass,N27f6e90300cd4ae48160e9a5a00758bc
GO_0051247,oboInOwl#hasAlternativeId,GO:0032270
Nd3e7e98d39df421db2d3eca48d728c15,22-rdf-syntax-ns#rest,N86ceba79308942e2b2fd41fefaff3ae3
Nc6515d81d1444abcb7a930c7af90a630,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
N6b659ebb121c423aa8ce0e6f043e3105,22-rdf-syntax-ns#rest,Na6c16956fa92454a8661c6e416543c81
Ne5d01df4d8dd40ee9067b725e4ae3a91,22-rdf-syntax-ns#first,N5ff61f5e2a56430c824dd14b27b6677b
N5bcc781eac4d42cfb96b087f7c3470f2,owl#someValuesFrom,GO_0005829
N55aee2242984410fa7e17f5fee04723f,owl#intersectionOf,Na77e69a5621c47dc8e4b35bb01ed8c3c
GO_0019396,rdf-schema#subClassOf,GO_0042537
GO_0050659,rdf-schema#subClassOf,GO_0008146
N8d99348fc7ed4cb280b9906ede6c53e3,owl#someValuesFrom,GO_0043936
GO_0043878,rdf-schema#subClassOf,GO_0016620
GO_0016823,rdf-schema#subClassOf,GO_0016822
GO_0008156,owl#equivalentClass,Na47fd8b93d5e4da48116dcbc41a60170
GO_0051254,rdf-schema#subClassOf,GO_0051252
N1d4f689619d84d1d9a6a5067328ef1ab,22-rdf-syntax-ns#rest,N6769099242e44973862597e72072c0f1
GO_0002085,owl#equivalentClass,Nef75d7b061eb45ed8308dd68ec7c73bf
GO_0035256,rdf-schema#subClassOf,GO_0001664
GO_0099621,oboInOwl#hasAlternativeId,GO:0103019
N0258f7a318224b5aaf2075896b764762,owl#onProperty,RO_0002211
N8f867b63f1b64b74bb2418753a8cd7cb,owl#someValuesFrom,GO_0036178
GO_0098659,rdf-schema#subClassOf,GO_0098662
N45ec41d4b2704a0abad47ef372d18d58,owl#someValuesFrom,GO_0020008
Nbfc2f3597cd94204ac85e9d159b133be,22-rdf-syntax-ns#first,N9e84ece03eef44cfba667e9ed6f458a7
GO_1903437,owl#equivalentClass,Nddc3e693714047448d69ec193b180df1
N64980ab2b5804faba07d27bda51d4c60,owl#onProperty,RO_0002211
GO_0009987,oboInOwl#hasAlternativeId,GO:0008151
Na4e7fbcf1a6441a3a37bb898cf3bb87d,22-rdf-syntax-ns#first,Nb0c9736e07cf4ccf9a38e74f26418c63
GO_0006754,oboInOwl#hasAlternativeId,GO:0006759
GO_0035514,rdf-schema#subClassOf,GO_0032451
Na185b7a9a00d44909b0a93496d9507cb,owl#onProperty,RO_0002213
N09a6cf0786674b4682249f502b426f02,22-rdf-syntax-ns#first,N24d451c72a504ec6843ac58da0e3e3f0
GO_2000832,owl#equivalentClass,N0c304284c0cd49799c59c1cf5014bf58
GO_0046365,rdf-schema#subClassOf,GO_0016052
N309b5467eb90482e9b5d2835390efd00,owl#onProperty,RO_0002211
GO_0010623,owl#equivalentClass,N3647b8b7c63d4cb8bc06127cdd86cb12
N1dc94d317fb54b50afdf571ff50bec23,owl#someValuesFrom,GO_0016192
GO_0003735,oboInOwl#hasAlternativeId,GO:0003740
GO_0009250,rdf-schema#subClassOf,GO_0000271
N65cbaa28105546d8817c2e57558cd666,22-rdf-syntax-ns#first,Ndd562863c3864be7b5f44cfe8256abc4
GO_0120164,rdf-schema#subClassOf,GO_0009847
N1f70f99175194ff2bc7b2a912bb24e72,22-rdf-syntax-ns#first,Nb88a6f2ef95f48ef9ca8f89b7477737d
GO_0004637,rdf-schema#subClassOf,GO_0016879
GO_0019221,rdf-schema#subClassOf,GO_0007166
Ne57fd7b24b8348cab0ff5a0ab9095670,owl#intersectionOf,Nefd56047802948ff9889bbf7ea9a8213
GO_0044403,rdf-schema#subClassOf,GO_0044419
N083ecd3372024b5cae817c526d75ce19,owl#intersectionOf,Ndda440159f2f4afca044dc4cab69fc23
GO_0048733,rdf-schema#subClassOf,GO_0048732
Nf3c85496604749dba43ab7551946c312,owl#onProperty,BFO_0000050
GO_0034242,owl#equivalentClass,Nb24ad377ed4b4037aec2efdd8cbbe82c
GO_0106121,rdf-schema#subClassOf,N0a02de0439cd46719487d229f08f9745
N076ee73c670d46398773caf9b8d9a87e,22-rdf-syntax-ns#first,N0b26915905944e11b9c7e0262f4b1421
GO_0061613,rdf-schema#subClassOf,N6d74bdd7234f4c62992273232861ea4e
GO_0044847,oboInOwl#hasAlternativeId,GO:0052099
GO_0032516,oboInOwl#hasAlternativeId,GO:0034049
GO_0005618,oboInOwl#inSubset,go#goslim_plant_ribbon
GO_1902757,rdf-schema#subClassOf,GO_0009117
GO_0046263,rdf-schema#subClassOf,GO_0072491
N67002d2756364b5cb9c9a5a7b3608e3e,owl#intersectionOf,Ncec7892bab214d18b443b766b8e42376
Ncd67be7346a04fa7ad57a8753782e4a2,22-rdf-syntax-ns#first,N33a1794bb32b4394a53650c7d7eb85b0
N8829a0936b8e4966a1429c52f758f8c6,owl#someValuesFrom,GO_0005737
N02e2106ce6c24394a8294a20bd8fafa1,22-rdf-syntax-ns#rest,N73d3364d54a04b218bf0491e590628d7
GO_0003388,rdf-schema#subClassOf,GO_0048666
GO_0031650,rdf-schema#subClassOf,Ndbdb00da27034960b133118e0e54e3c7
N33f07482f353401580257e312fa72a70,owl#onProperty,RO_0002211
N3e172a589d7940fb9df4b22cc739af4f,owl#onProperty,RO_0002211
GO_0019897,rdf-schema#subClassOf,GO_0019898
Na52b17271aca4804ae2c71b2f9d35925,owl#someValuesFrom,GO_0004721
Nf295da88d1444df7a7cc890fb9153684,owl#someValuesFrom,GO_0010048
N2219eaf92c1b4b85940988072beea7fa,22-rdf-syntax-ns#rest,Ne325993edc8f4290a777973025fdb4c2
GO_2000332,owl#equivalentClass,Nafe77d5371aa429fa793da2d20126b59
GO_0010795,rdf-schema#subClassOf,N79ff57c3aa9349958441736048c78415
GO_0006270,rdf-schema#subClassOf,GO_0006259
GO_0006497,rdf-schema#subClassOf,GO_0036211
GO_0045278,owl#equivalentClass,N599cdf9f88474a60944b159f4d9c8141
GO_0008990,rdf-schema#subClassOf,GO_0016435
GO_0141128,rdf-schema#subClassOf,GO_0052553
GO_0009313,rdf-schema#subClassOf,GO_0016052
GO_2000793,owl#equivalentClass,N373112421c6b405383df4177ec166e0d
N9652ccffdbae44a3b501f42df6d6cafd,owl#someValuesFrom,GO_0048589
GO_1904205,rdf-schema#subClassOf,GO_0014745
GO_0052652,rdf-schema#subClassOf,GO_0009187
N05e86636e099470193d53c9f21785b36,22-rdf-syntax-ns#first,GO_0065007
N0cd107ebb1914c269e44c82cc80a070d,owl#someValuesFrom,GO_0018105
GO_0097159,rdf-schema#subClassOf,GO_0005488
N5c5cb4a24fce4a008f3890e316faa3ac,owl#intersectionOf,N22268968c4df43b0be04357f5e1689dc
Nd396526c6d2a48e38a6caa7eb37c4673,owl#onProperty,RO_0002211
N150e2cf0ed194f98a2bef65ba7f09d00,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0031949,rdf-schema#subClassOf,GO_0031943
GO_1902495,rdf-schema#subClassOf,GO_0098796
GO_0003203,rdf-schema#subClassOf,GO_0072132
Nef8b88b9f6b8460f8fffa96014cae264,22-rdf-syntax-ns#first,GO_0065007
N6c2a3074e0c24694b085631702d6b92d,owl#onProperty,BFO_0000050
N4c5e8798aa65475fb231f834432f94a7,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0008937,rdf-schema#subClassOf,GO_0016731
GO_0006229,rdf-schema#subClassOf,GO_0009221
GO_0032411,rdf-schema#subClassOf,N8b45f42487f84bd1b17d14499917c9fc
GO_2000177,rdf-schema#subClassOf,GO_0042127
GO_0140993,rdf-schema#subClassOf,Nf1089bc3c757406bbc041b633b326988
GO_0071358,rdf-schema#subClassOf,GO_0071345
GO_0006996,oboInOwl#hasAlternativeId,GO:1902589
GO_0022898,rdf-schema#subClassOf,GO_0032409
GO_0009914,rdf-schema#subClassOf,GO_0006810
GO_0048625,rdf-schema#subClassOf,GO_0045165
N3e88f8d117ff4b7e9bb367704694af59,owl#someValuesFrom,GO_0010467
GO_0005634,oboInOwl#inSubset,go#goslim_drosophila
Nb12d3c2811df4debb5c5b2f1403e7607,owl#intersectionOf,N347d7539984d4bda8e271e905998a5fb
GO_0140238,rdf-schema#subClassOf,GO_0099003
Ne2692f43ff0046e8a846b16eac765c9e,22-rdf-syntax-ns#first,N7df29c4b6721406fb22590c07646ccaa
N18dba891426a4679aa087253f7d9c928,owl#onProperty,RO_0002212
