,index,ORF,GSM2559794,GSM2559795,GSM2559796,GSM2559797,GSM2559798,GSM2559799,GSM2559800,GSM2559801
0,4505,SO_0001,-0.21531677,-0.3350153,-0.27646065,-0.22525215,0.38244534,0.42310143,0.21531677,0.48139858
1,6727,SO_0001,-0.26526785,-0.33184862,-0.24814272,-0.43422556,0.51664686,0.4139018,0.24814272,0.47228098
2,5616,SO_0001,-0.23954391,-0.39959908,-0.34810925,-0.4782858,0.4002819,0.3129654,0.29619598,0.23954391
3,8949,SO_0002,-0.008322239,0.00878191,-0.11233854,0.09312105,-0.030002117,0.008322239,-0.06490755,0.014879704
4,10060,SO_0002,0.048695564,0.14433289,0.17735672,0.016336441,-0.02515316,-0.10360527,-0.016336441,-0.13689804
5,7838,SO_0002,0.12029791,0.17279482,-0.004094601,0.22113276,-0.24152422,-0.07355356,-0.076824665,0.004094601
6,12282,SO_0003,-0.20490551,-0.3567791,-0.47732258,-0.32903385,0.27066803,0.3395996,0.20490551,0.5086107
7,13393,SO_0003,-0.31773996,-0.49770117,-0.48333406,-0.33194017,0.3653283,0.50994253,0.31773996,0.43650484
8,11171,SO_0003,-0.2872076,-0.41456032,-0.58700085,-0.49539948,0.33425808,0.41493797,0.2872076,0.44701862
9,2236,SO_0004,-0.32337332,-0.46438646,-0.54729605,-0.34017515,0.46764612,0.4838872,0.32337332,0.6003251
10,3347,SO_0004,-0.49955463,-0.41289425,-0.6036625,-0.4786539,0.44649982,0.43322945,0.55865765,0.41289425
11,1125,SO_0004,-0.36663008,-0.5037751,-0.39656687,-0.597527,0.56134367,0.47162104,0.36663008,0.43040228
12,4060,SO_0005,-0.4280858,-0.31744814,-0.5340972,-0.32659006,0.5187926,0.4982276,0.44986582,0.31744814
13,3838,SO_0005,-0.4117074,-0.553741,-0.63256884,-0.48917055,0.66559744,0.45301104,0.4117074,0.63148737
14,3949,SO_0005,-0.5494671,-0.566638,-0.5605707,-0.4802494,0.62052345,0.48615074,0.590827,0.4802494
15,4393,SO_0006,-0.28825426,-0.43001986,-0.4940877,-0.38415766,0.46064997,0.28825426,0.35653925,0.53994894
16,4282,SO_0006,-0.5234728,-0.61749077,-0.5491085,-0.57593346,0.7307377,0.5234728,0.59991455,0.68182087
