,GENE,GSM782755,GSM782756,GSM782757,GSM782758,GSM782759,GSM782760
0,SO_0001,12.27896371869842,12.760289694104975,13.458281012809259,12.301075871663343,12.329758084435948,12.390682677016612
1,SO_0002,13.12226610771712,12.61937864218317,12.801227279339203,12.887290749004363,12.412934285024448,12.379983099954776
2,SO_0003,11.391941940445522,12.264000340551299,11.371292634242769,12.555950352006914,11.272214177630312,12.101794009898075
3,SO_0004,14.28444378141845,14.166806595802885,14.27953073298449,14.592719173519212,14.434710523536204,14.476036793074885
4,SO_0005,14.726803693560193,14.923679331581146,15.145172915632465,15.542375081986233,14.662114064106147,15.745658997386517
5,SO_0006,13.586552920620154,14.097740791394584,14.22520890585218,14.8814484582813,13.639851180869663,15.23256596140551
6,SO_0007,13.819555209097267,15.07080937350786,14.206785196336098,15.028971784144781,13.969053340842324,15.03350498968
7,SO_0008,14.11694607139782,14.729168667580138,14.171176727268772,14.958873842454185,13.789328280647215,14.804707893077532
8,SO_0009,13.53370764797471,12.97610226178429,12.842104038787825,13.547118067522032,13.405351508392416,13.443569292313486
9,SO_0010,12.109076730761977,12.237700596827453,11.126341946943477,12.578058099536287,11.90828197488211,11.930975599076454
10,SO_0011,14.956807517202938,13.898786473531368,12.293050159384135,14.113861064676447,14.160281481820016,13.634279990762014
11,SO_0012,11.397067107979783,10.993123934943165,10.11344851908029,11.099030829817584,10.671315755172285,10.220295609195817
12,SO_0013,12.5195823227546,12.609508109751054,12.170007246491023,12.752215542612522,11.951280743906976,12.494073037666098
13,SO_0014,13.12175438882764,13.749670048162463,12.685032661390899,14.050554965292246,13.38569000553625,13.338311295868344
14,SO_0015,12.168896589531823,13.572331714354933,12.745969785753458,13.703469229183495,12.406235411198786,13.310047222402376
15,SO_0016,12.871288688687894,12.819071680099745,13.071409634843569,12.284958417842759,12.337977904943724,12.680967551550038
16,SO_0017,10.683199652945236,10.563184925132466,10.79192213903514,10.954077268591563,10.631414907945382,10.716763055394443
17,SO_0018,13.251731014433782,13.678478871479719,14.323985975044048,12.474141079556528,14.105623418854657,13.60725552980642
18,SO_0019,12.092987762125851,13.317010064348349,13.238060281637392,11.763103538014816,12.876035673785836,12.434505999920507
19,SO_0020,13.760654775259408,13.949130112214078,12.756609588677012,13.913370487944558,12.909696986891955,11.987710467760898
20,SO_0021,13.280663897725278,12.879899665933651,12.442081378304168,13.612256788377424,12.552074127285232,11.772091594730133
21,SO_0022,13.495795541965563,12.861682127588498,12.376901728061299,13.412855565803406,12.684443067153174,12.561183725541026
22,SO_0023,11.77926911972849,10.749328608632322,11.147119492984203,11.784439978603132,11.231190334073139,10.91657404993606
23,SO_0024,12.934276722953635,13.045889491269932,13.391542732327427,13.493987606859424,13.04494733669031,13.154557562010792
24,SO_0025,13.412889099049993,11.763740289955823,12.73721431786432,12.571672733805666,12.679958045014345,12.440981542950375
25,SO_0026,11.7601305256493,11.350146696788102,12.750689402486998,11.401725544314127,12.061216855866476,11.932450370455848
