NAME,CONCEPTS,Vector_1,Vector_2,Vector_3,Vector_4,Vector_5,Vector_6,Vector_7,Vector_8,Vector_9,Vector_10,Vector_11,Vector_12,Vector_13,Vector_14,Vector_15,Vector_16,Vector_17,Vector_18,Vector_19,Vector_20,Vector_21,Vector_22,Vector_23,Vector_24,Vector_25,Vector_26,Vector_27,Vector_28,Vector_29,Vector_30,Vector_31,Vector_32,Vector_33,Vector_34,Vector_35,Vector_36,Vector_37,Vector_38,Vector_39,Vector_40,Vector_41,Vector_42,Vector_43,Vector_44,Vector_45,Vector_46,Vector_47,Vector_48,Vector_49,Vector_50,Vector_51,Vector_52,Vector_53,Vector_54,Vector_55,Vector_56,Vector_57,Vector_58,Vector_59,Vector_60,Vector_61,Vector_62,Vector_63,Vector_64,Vector_65,Vector_66,Vector_67,Vector_68,Vector_69,Vector_70,Vector_71,Vector_72,Vector_73,Vector_74,Vector_75,Vector_76,Vector_77,Vector_78,Vector_79,Vector_80,Vector_81,Vector_82,Vector_83,Vector_84,Vector_85,Vector_86,Vector_87,Vector_88,Vector_89,Vector_90,Vector_91,Vector_92,Vector_93,Vector_94,Vector_95,Vector_96,Vector_97,Vector_98,Vector_99,Vector_100,importance_value_1,importance_value_2,importance_value_3,importance_value_4,importance_value_5,importance_value_6,importance_value_7,importance_value_8,importance_value_9,importance_value_10,importance_value_11,importance_value_12,importance_value_13,importance_value_14,importance_value_15,importance_value_16,importance_value_17,importance_value_18,importance_value_19,importance_value_20
GSM100358,"['GO_0009631', 'GO_0042309', 'GO_0080190', 'GO_0080192', 'GO_0046079', 'GO_0140739', 'GO_0140454', 'GO_0106379', 'GO_0050825', 'GO_0010346']",0.40427509,-0.204138948,-0.304260253,0.121254419,0.15986039,0.007075823,0.37376014,0.094621156,0.488291291,-0.178364883,-0.154834972,-0.444817161,0.055113442,0.564256225,-0.008987278,-0.691112932,0.13699026,-0.300862993,-0.543452579,-0.155802222,0.444728912,0.517457149,0.029463528,0.017248818,-0.351495636,0.251416988,-0.144361104,0.245111994,-0.029145484,-0.165656952,0.147858707,0.21032256,0.134410529,0.196935556,0.22182314,-0.245227444,-0.057005379,-0.412404183,-0.424787682,-0.255784658,0.14702228,0.274088279,-0.053951209,0.31444301,0.129075053,0.125699766,0.166127233,0.038453769,0.509101398,-0.202254825,-0.733197419,-0.642511148,0.433852844,-0.315310728,0.145046166,0.161929348,-0.044909769,-0.006366935,-0.042835328,0.363289962,-0.168037341,-0.455470361,-0.017981352,-0.29815296,-0.062886379,0.102881443,0.348994001,-0.090371678,-0.33505999,-0.028213122,0.346714349,0.041832519,0.191986316,-0.203408139,0.076034327,0.044279343,0.048413973,0.100368348,-0.437593115,0.023583794,0.335627507,-0.158576333,-0.171221793,0.065378664,-0.234498946,-0.217160369,0.493300951,0.178513746,-0.392326839,-0.030678917,-0.556893101,-0.016043888,-0.036292916,-0.726770427,-0.148108386,0.205179145,-0.014433221,0.061115271,-0.151408734,-0.070128161,"('SO_0581', 9.177217954844359)","('SO_2098', 7.325804496027394)","('SO_3626', 7.219014291329447)","('SO_4512', 7.011333848770304)","('SO_2097', 6.243963162726684)","('SO_4566', 5.962619990461096)","('SO_2959', 5.5819622032933305)","('SO_4513', 5.3830604818384)","('SO_1415', 5.292955180544968)","('SO_1648', 5.284722085064699)","('SO_0325', 4.979156406783061)","('SO_2834', 4.676719129440656)","('SO_0680', 4.659371167843977)","('SO_1489', 4.314894197903146)","('SO_3403', 4.289382062610603)","('SO_0944', 4.2862345950525)","('SO_0490', 4.152149322241342)","('SO_2664', 4.149337796710959)","('SO_2886', 4.112387904054174)","('SO_0108', 4.083076295758562)"
GSM100396,"['GO_0009631', 'GO_0042309', 'GO_0080190', 'GO_0080192', 'GO_0046079', 'GO_0140739', 'GO_0140454', 'GO_0106379', 'GO_0050825', 'GO_0010346']",0.40427509,-0.204138948,-0.304260253,0.121254419,0.15986039,0.007075823,0.37376014,0.094621156,0.488291291,-0.178364883,-0.154834972,-0.444817161,0.055113442,0.564256225,-0.008987278,-0.691112932,0.13699026,-0.300862993,-0.543452579,-0.155802222,0.444728912,0.517457149,0.029463528,0.017248818,-0.351495636,0.251416988,-0.144361104,0.245111994,-0.029145484,-0.165656952,0.147858707,0.21032256,0.134410529,0.196935556,0.22182314,-0.245227444,-0.057005379,-0.412404183,-0.424787682,-0.255784658,0.14702228,0.274088279,-0.053951209,0.31444301,0.129075053,0.125699766,0.166127233,0.038453769,0.509101398,-0.202254825,-0.733197419,-0.642511148,0.433852844,-0.315310728,0.145046166,0.161929348,-0.044909769,-0.006366935,-0.042835328,0.363289962,-0.168037341,-0.455470361,-0.017981352,-0.29815296,-0.062886379,0.102881443,0.348994001,-0.090371678,-0.33505999,-0.028213122,0.346714349,0.041832519,0.191986316,-0.203408139,0.076034327,0.044279343,0.048413973,0.100368348,-0.437593115,0.023583794,0.335627507,-0.158576333,-0.171221793,0.065378664,-0.234498946,-0.217160369,0.493300951,0.178513746,-0.392326839,-0.030678917,-0.556893101,-0.016043888,-0.036292916,-0.726770427,-0.148108386,0.205179145,-0.014433221,0.061115271,-0.151408734,-0.070128161,"('SO_0581', 9.177211461354625)","('SO_2098', 7.3257943421475655)","('SO_3626', 7.219031606576695)","('SO_4512', 7.011328231277968)","('SO_2097', 6.243960475285378)","('SO_4566', 5.962607477209981)","('SO_2959', 5.581939634401908)","('SO_4513', 5.383074352827205)","('SO_1415', 5.292970908906825)","('SO_1648', 5.28474041268968)","('SO_0325', 4.979153752538874)","('SO_2834', 4.676709757946394)","('SO_0680', 4.659352072174945)","('SO_1489', 4.314894423290814)","('SO_3403', 4.289364036972318)","('SO_0944', 4.2862520447900385)","('SO_0490', 4.152145871434817)","('SO_2664', 4.149354061100043)","('SO_2886', 4.112402903455282)","('SO_0108', 4.0830845653311165)"
GSM100397,"['GO_0009631', 'GO_0042309', 'GO_0080190', 'GO_0080192', 'GO_0046079', 'GO_0140739', 'GO_0140454', 'GO_0106379', 'GO_0050825', 'GO_0010346']",0.40427509,-0.204138948,-0.304260253,0.121254419,0.15986039,0.007075823,0.37376014,0.094621156,0.488291291,-0.178364883,-0.154834972,-0.444817161,0.055113442,0.564256225,-0.008987278,-0.691112932,0.13699026,-0.300862993,-0.543452579,-0.155802222,0.444728912,0.517457149,0.029463528,0.017248818,-0.351495636,0.251416988,-0.144361104,0.245111994,-0.029145484,-0.165656952,0.147858707,0.21032256,0.134410529,0.196935556,0.22182314,-0.245227444,-0.057005379,-0.412404183,-0.424787682,-0.255784658,0.14702228,0.274088279,-0.053951209,0.31444301,0.129075053,0.125699766,0.166127233,0.038453769,0.509101398,-0.202254825,-0.733197419,-0.642511148,0.433852844,-0.315310728,0.145046166,0.161929348,-0.044909769,-0.006366935,-0.042835328,0.363289962,-0.168037341,-0.455470361,-0.017981352,-0.29815296,-0.062886379,0.102881443,0.348994001,-0.090371678,-0.33505999,-0.028213122,0.346714349,0.041832519,0.191986316,-0.203408139,0.076034327,0.044279343,0.048413973,0.100368348,-0.437593115,0.023583794,0.335627507,-0.158576333,-0.171221793,0.065378664,-0.234498946,-0.217160369,0.493300951,0.178513746,-0.392326839,-0.030678917,-0.556893101,-0.016043888,-0.036292916,-0.726770427,-0.148108386,0.205179145,-0.014433221,0.061115271,-0.151408734,-0.070128161,"('SO_0581', 9.17721146320115)","('SO_2098', 7.325794343797346)","('SO_3626', 7.219031608214411)","('SO_4512', 7.011328227596171)","('SO_2097', 6.243960471810898)","('SO_4566', 5.96260747572159)","('SO_2959', 5.581939637687036)","('SO_4513', 5.383074354241416)","('SO_1415', 5.292970905707861)","('SO_1648', 5.284740414090915)","('SO_0325', 4.979153753898995)","('SO_2834', 4.676709759264558)","('SO_0680', 4.659352075176337)","('SO_1489', 4.314894424556961)","('SO_3403', 4.289364038234715)","('SO_0944', 4.286252046051977)","('SO_0490', 4.152145872676856)","('SO_2664', 4.149354062341665)","('SO_2886', 4.112402904691362)","('SO_0108', 4.083084566562783)"
GSM100398,"['GO_0009631', 'GO_0042309', 'GO_0080190', 'GO_0080192', 'GO_0046079', 'GO_0140739', 'GO_0140454', 'GO_0106379', 'GO_0050825', 'GO_0010346']",0.40427509,-0.204138948,-0.304260253,0.121254419,0.15986039,0.007075823,0.37376014,0.094621156,0.488291291,-0.178364883,-0.154834972,-0.444817161,0.055113442,0.564256225,-0.008987278,-0.691112932,0.13699026,-0.300862993,-0.543452579,-0.155802222,0.444728912,0.517457149,0.029463528,0.017248818,-0.351495636,0.251416988,-0.144361104,0.245111994,-0.029145484,-0.165656952,0.147858707,0.21032256,0.134410529,0.196935556,0.22182314,-0.245227444,-0.057005379,-0.412404183,-0.424787682,-0.255784658,0.14702228,0.274088279,-0.053951209,0.31444301,0.129075053,0.125699766,0.166127233,0.038453769,0.509101398,-0.202254825,-0.733197419,-0.642511148,0.433852844,-0.315310728,0.145046166,0.161929348,-0.044909769,-0.006366935,-0.042835328,0.363289962,-0.168037341,-0.455470361,-0.017981352,-0.29815296,-0.062886379,0.102881443,0.348994001,-0.090371678,-0.33505999,-0.028213122,0.346714349,0.041832519,0.191986316,-0.203408139,0.076034327,0.044279343,0.048413973,0.100368348,-0.437593115,0.023583794,0.335627507,-0.158576333,-0.171221793,0.065378664,-0.234498946,-0.217160369,0.493300951,0.178513746,-0.392326839,-0.030678917,-0.556893101,-0.016043888,-0.036292916,-0.726770427,-0.148108386,0.205179145,-0.014433221,0.061115271,-0.151408734,-0.070128161,"('SO_0581', 9.17721146268639)","('SO_2098', 7.325794343337435)","('SO_3626', 7.219031607757862)","('SO_4512', 7.011328227146237)","('SO_2097', 6.243960476383883)","('SO_4566', 5.962607476136511)","('SO_2959', 5.581939638088493)","('SO_4513', 5.3830743538471735)","('SO_1415', 5.292970905316931)","('SO_1648', 5.284740413700291)","('SO_0325', 4.979153753519831)","('SO_2834', 4.676709758897092)","('SO_0680', 4.65935207554312)","('SO_1489', 4.314894424203995)","('SO_3403', 4.289364037882794)","('SO_0944', 4.286252045700184)","('SO_0490', 4.152145872330611)","('SO_2664', 4.1493540619955365)","('SO_2886', 4.112402904346777)","('SO_0108', 4.08308456621943)"
GSM100399,"['GO_0009631', 'GO_0042309', 'GO_0080190', 'GO_0080192', 'GO_0046079', 'GO_0140739', 'GO_0140454', 'GO_0106379', 'GO_0050825', 'GO_0010346']",0.40427509,-0.204138948,-0.304260253,0.121254419,0.15986039,0.007075823,0.37376014,0.094621156,0.488291291,-0.178364883,-0.154834972,-0.444817161,0.055113442,0.564256225,-0.008987278,-0.691112932,0.13699026,-0.300862993,-0.543452579,-0.155802222,0.444728912,0.517457149,0.029463528,0.017248818,-0.351495636,0.251416988,-0.144361104,0.245111994,-0.029145484,-0.165656952,0.147858707,0.21032256,0.134410529,0.196935556,0.22182314,-0.245227444,-0.057005379,-0.412404183,-0.424787682,-0.255784658,0.14702228,0.274088279,-0.053951209,0.31444301,0.129075053,0.125699766,0.166127233,0.038453769,0.509101398,-0.202254825,-0.733197419,-0.642511148,0.433852844,-0.315310728,0.145046166,0.161929348,-0.044909769,-0.006366935,-0.042835328,0.363289962,-0.168037341,-0.455470361,-0.017981352,-0.29815296,-0.062886379,0.102881443,0.348994001,-0.090371678,-0.33505999,-0.028213122,0.346714349,0.041832519,0.191986316,-0.203408139,0.076034327,0.044279343,0.048413973,0.100368348,-0.437593115,0.023583794,0.335627507,-0.158576333,-0.171221793,0.065378664,-0.234498946,-0.217160369,0.493300951,0.178513746,-0.392326839,-0.030678917,-0.556893101,-0.016043888,-0.036292916,-0.726770427,-0.148108386,0.205179145,-0.014433221,0.061115271,-0.151408734,-0.070128161,"('SO_0581', 9.177211462429778)","('SO_2098', 7.325794343108162)","('SO_3626', 7.219031607530269)","('SO_4512', 7.011328226921941)","('SO_2097', 6.243960476172217)","('SO_4566', 5.9626074763433525)","('SO_2959', 5.581939638288624)","('SO_4513', 5.38307435365064)","('SO_1415', 5.292970905122049)","('SO_1648', 5.284740413505561)","('SO_0325', 4.979153753330815)","('SO_2834', 4.676709758713906)","('SO_0680', 4.659352071408859)","('SO_1489', 4.314894424028038)","('SO_3403', 4.289364037707358)","('SO_0944', 4.2862520455248125)","('SO_0490', 4.1521458721580045)","('SO_2664', 4.149354061822987)","('SO_2886', 4.112402904174998)","('SO_0108', 4.083084566048265)"
GSM100400,"['GO_0009631', 'GO_0042309', 'GO_0080190', 'GO_0080192', 'GO_0046079', 'GO_0140739', 'GO_0140454', 'GO_0106379', 'GO_0050825', 'GO_0010346']",0.40427509,-0.204138948,-0.304260253,0.121254419,0.15986039,0.007075823,0.37376014,0.094621156,0.488291291,-0.178364883,-0.154834972,-0.444817161,0.055113442,0.564256225,-0.008987278,-0.691112932,0.13699026,-0.300862993,-0.543452579,-0.155802222,0.444728912,0.517457149,0.029463528,0.017248818,-0.351495636,0.251416988,-0.144361104,0.245111994,-0.029145484,-0.165656952,0.147858707,0.21032256,0.134410529,0.196935556,0.22182314,-0.245227444,-0.057005379,-0.412404183,-0.424787682,-0.255784658,0.14702228,0.274088279,-0.053951209,0.31444301,0.129075053,0.125699766,0.166127233,0.038453769,0.509101398,-0.202254825,-0.733197419,-0.642511148,0.433852844,-0.315310728,0.145046166,0.161929348,-0.044909769,-0.006366935,-0.042835328,0.363289962,-0.168037341,-0.455470361,-0.017981352,-0.29815296,-0.062886379,0.102881443,0.348994001,-0.090371678,-0.33505999,-0.028213122,0.346714349,0.041832519,0.191986316,-0.203408139,0.076034327,0.044279343,0.048413973,0.100368348,-0.437593115,0.023583794,0.335627507,-0.158576333,-0.171221793,0.065378664,-0.234498946,-0.217160369,0.493300951,0.178513746,-0.392326839,-0.030678917,-0.556893101,-0.016043888,-0.036292916,-0.726770427,-0.148108386,0.205179145,-0.014433221,0.061115271,-0.151408734,-0.070128161,"('SO_1648', 13.062860677167867)","('SO_0581', 12.381634902527878)","('SO_2072', 9.190628139474937)","('SO_3106', 9.146219923169891)","('SO_4513', 8.670000439384967)","('SO_4512', 8.500141972935628)","('SO_3059', 8.414216058036445)","('SO_0944', 8.399125052241766)","('SO_4053', 7.96437744527999)","('SO_0940', 6.099729723090257)","('SO_1983', 5.95739760906454)","('SO_2194', 5.858386318160302)","('SO_0325', 5.8423512240341084)","('SO_0439', 5.709535925255695)","('SO_3626', 5.582992911332756)","('SO_1695', 5.541403072548942)","('SO_3132', 5.32991640027338)","('SO_0384', 5.30595319691917)","('SO_1415', 5.237782797372288)","('SO_3342', 5.16631671089717)"
GSM100401,"['GO_0009631', 'GO_0042309', 'GO_0080190', 'GO_0080192', 'GO_0046079', 'GO_0140739', 'GO_0140454', 'GO_0106379', 'GO_0050825', 'GO_0010346']",0.40427509,-0.204138948,-0.304260253,0.121254419,0.15986039,0.007075823,0.37376014,0.094621156,0.488291291,-0.178364883,-0.154834972,-0.444817161,0.055113442,0.564256225,-0.008987278,-0.691112932,0.13699026,-0.300862993,-0.543452579,-0.155802222,0.444728912,0.517457149,0.029463528,0.017248818,-0.351495636,0.251416988,-0.144361104,0.245111994,-0.029145484,-0.165656952,0.147858707,0.21032256,0.134410529,0.196935556,0.22182314,-0.245227444,-0.057005379,-0.412404183,-0.424787682,-0.255784658,0.14702228,0.274088279,-0.053951209,0.31444301,0.129075053,0.125699766,0.166127233,0.038453769,0.509101398,-0.202254825,-0.733197419,-0.642511148,0.433852844,-0.315310728,0.145046166,0.161929348,-0.044909769,-0.006366935,-0.042835328,0.363289962,-0.168037341,-0.455470361,-0.017981352,-0.29815296,-0.062886379,0.102881443,0.348994001,-0.090371678,-0.33505999,-0.028213122,0.346714349,0.041832519,0.191986316,-0.203408139,0.076034327,0.044279343,0.048413973,0.100368348,-0.437593115,0.023583794,0.335627507,-0.158576333,-0.171221793,0.065378664,-0.234498946,-0.217160369,0.493300951,0.178513746,-0.392326839,-0.030678917,-0.556893101,-0.016043888,-0.036292916,-0.726770427,-0.148108386,0.205179145,-0.014433221,0.061115271,-0.151408734,-0.070128161,"('SO_1648', 13.062860679378772)","('SO_0581', 12.381634904680357)","('SO_2072', 9.190628143683664)","('SO_3106', 9.146219918971342)","('SO_4513', 8.670000435297188)","('SO_4512', 8.500141974719087)","('SO_3059', 8.414216054009414)","('SO_0944', 8.399125054014599)","('SO_4053', 7.96437744700633)","('SO_0940', 6.099729724601053)","('SO_1983', 5.957397607571478)","('SO_2194', 5.858386316679694)","('SO_0325', 5.842351225512685)","('SO_0439', 5.709535921938443)","('SO_3626', 5.582992908052473)","('SO_1695', 5.541403071108947)","('SO_3132', 5.329916403478458)","('SO_0384', 5.305953200117032)","('SO_1415', 5.237782798772274)","('SO_3342', 5.166316714052673)"
GSM100403,"['GO_0009631', 'GO_0042309', 'GO_0080190', 'GO_0080192', 'GO_0046079', 'GO_0140739', 'GO_0140454', 'GO_0106379', 'GO_0050825', 'GO_0010346']",0.40427509,-0.204138948,-0.304260253,0.121254419,0.15986039,0.007075823,0.37376014,0.094621156,0.488291291,-0.178364883,-0.154834972,-0.444817161,0.055113442,0.564256225,-0.008987278,-0.691112932,0.13699026,-0.300862993,-0.543452579,-0.155802222,0.444728912,0.517457149,0.029463528,0.017248818,-0.351495636,0.251416988,-0.144361104,0.245111994,-0.029145484,-0.165656952,0.147858707,0.21032256,0.134410529,0.196935556,0.22182314,-0.245227444,-0.057005379,-0.412404183,-0.424787682,-0.255784658,0.14702228,0.274088279,-0.053951209,0.31444301,0.129075053,0.125699766,0.166127233,0.038453769,0.509101398,-0.202254825,-0.733197419,-0.642511148,0.433852844,-0.315310728,0.145046166,0.161929348,-0.044909769,-0.006366935,-0.042835328,0.363289962,-0.168037341,-0.455470361,-0.017981352,-0.29815296,-0.062886379,0.102881443,0.348994001,-0.090371678,-0.33505999,-0.028213122,0.346714349,0.041832519,0.191986316,-0.203408139,0.076034327,0.044279343,0.048413973,0.100368348,-0.437593115,0.023583794,0.335627507,-0.158576333,-0.171221793,0.065378664,-0.234498946,-0.217160369,0.493300951,0.178513746,-0.392326839,-0.030678917,-0.556893101,-0.016043888,-0.036292916,-0.726770427,-0.148108386,0.205179145,-0.014433221,0.061115271,-0.151408734,-0.070128161,"('SO_1648', 13.062860680717046)","('SO_0581', 12.38163490598327)","('SO_2072', 9.190628142561133)","('SO_3106', 9.146219920091161)","('SO_4513', 8.67000043638746)","('SO_4512', 8.500141975798627)","('SO_3059', 8.414216055083484)","('SO_0944', 8.399125055087705)","('SO_4053', 7.964377448051295)","('SO_0940', 6.099729720576018)","('SO_1983', 5.957397606667713)","('SO_2194', 5.858386320624296)","('SO_0325', 5.842351226407678)","('SO_0439', 5.709535922823204)","('SO_3626', 5.582992908927372)","('SO_1695', 5.541403070237312)","('SO_3132', 5.329916402623613)","('SO_0384', 5.305953199264113)","('SO_1415', 5.237782799619698)","('SO_3342', 5.166316713211052)"
GSM100405,"['GO_0009631', 'GO_0042309', 'GO_0080190', 'GO_0080192', 'GO_0046079', 'GO_0140739', 'GO_0140454', 'GO_0106379', 'GO_0050825', 'GO_0010346']",0.40427509,-0.204138948,-0.304260253,0.121254419,0.15986039,0.007075823,0.37376014,0.094621156,0.488291291,-0.178364883,-0.154834972,-0.444817161,0.055113442,0.564256225,-0.008987278,-0.691112932,0.13699026,-0.300862993,-0.543452579,-0.155802222,0.444728912,0.517457149,0.029463528,0.017248818,-0.351495636,0.251416988,-0.144361104,0.245111994,-0.029145484,-0.165656952,0.147858707,0.21032256,0.134410529,0.196935556,0.22182314,-0.245227444,-0.057005379,-0.412404183,-0.424787682,-0.255784658,0.14702228,0.274088279,-0.053951209,0.31444301,0.129075053,0.125699766,0.166127233,0.038453769,0.509101398,-0.202254825,-0.733197419,-0.642511148,0.433852844,-0.315310728,0.145046166,0.161929348,-0.044909769,-0.006366935,-0.042835328,0.363289962,-0.168037341,-0.455470361,-0.017981352,-0.29815296,-0.062886379,0.102881443,0.348994001,-0.090371678,-0.33505999,-0.028213122,0.346714349,0.041832519,0.191986316,-0.203408139,0.076034327,0.044279343,0.048413973,0.100368348,-0.437593115,0.023583794,0.335627507,-0.158576333,-0.171221793,0.065378664,-0.234498946,-0.217160369,0.493300951,0.178513746,-0.392326839,-0.030678917,-0.556893101,-0.016043888,-0.036292916,-0.726770427,-0.148108386,0.205179145,-0.014433221,0.061115271,-0.151408734,-0.070128161,"('SO_1648', 13.066387590399067)","('SO_0581', 12.385068626815132)","('SO_2072', 9.18767024227543)","('SO_3106', 9.14917114106445)","('SO_4513', 8.67287381138043)","('SO_4512', 8.502987061188133)","('SO_3059', 8.41704673080838)","('SO_0944', 8.401953185663865)","('SO_4053', 7.967131418873973)","('SO_0940', 6.102139875497082)","('SO_1983', 5.955016215353195)","('SO_2194', 5.856024798599864)","('SO_0325', 5.844709985236314)","('SO_0439', 5.711867723959657)","('SO_3626', 5.585298722823845)","('SO_1695', 5.539106336009748)","('SO_3132', 5.327663921933525)","('SO_0384', 5.3037057929752125)","('SO_3342', 5.164099079677707)","('SO_4155', 5.1192292776152994)"
GSM100407,"['GO_0009631', 'GO_0042309', 'GO_0080190', 'GO_0080192', 'GO_0046079', 'GO_0140739', 'GO_0140454', 'GO_0106379', 'GO_0050825', 'GO_0010346']",0.40427509,-0.204138948,-0.304260253,0.121254419,0.15986039,0.007075823,0.37376014,0.094621156,0.488291291,-0.178364883,-0.154834972,-0.444817161,0.055113442,0.564256225,-0.008987278,-0.691112932,0.13699026,-0.300862993,-0.543452579,-0.155802222,0.444728912,0.517457149,0.029463528,0.017248818,-0.351495636,0.251416988,-0.144361104,0.245111994,-0.029145484,-0.165656952,0.147858707,0.21032256,0.134410529,0.196935556,0.22182314,-0.245227444,-0.057005379,-0.412404183,-0.424787682,-0.255784658,0.14702228,0.274088279,-0.053951209,0.31444301,0.129075053,0.125699766,0.166127233,0.038453769,0.509101398,-0.202254825,-0.733197419,-0.642511148,0.433852844,-0.315310728,0.145046166,0.161929348,-0.044909769,-0.006366935,-0.042835328,0.363289962,-0.168037341,-0.455470361,-0.017981352,-0.29815296,-0.062886379,0.102881443,0.348994001,-0.090371678,-0.33505999,-0.028213122,0.346714349,0.041832519,0.191986316,-0.203408139,0.076034327,0.044279343,0.048413973,0.100368348,-0.437593115,0.023583794,0.335627507,-0.158576333,-0.171221793,0.065378664,-0.234498946,-0.217160369,0.493300951,0.178513746,-0.392326839,-0.030678917,-0.556893101,-0.016043888,-0.036292916,-0.726770427,-0.148108386,0.205179145,-0.014433221,0.061115271,-0.151408734,-0.070128161,"('SO_1648', 13.06591024630469)","('SO_0581', 12.384603894484478)","('SO_2072', 9.188070523465194)","('SO_3106', 9.148771708114593)","('SO_4513', 8.67248491455565)","('SO_4512', 8.502601992155236)","('SO_3059', 8.416663612700424)","('SO_0944', 8.401570411219854)","('SO_4053', 7.9667586808805355)","('SO_0940', 6.101813668684189)","('SO_1983', 5.955338474387775)","('SO_2194', 5.856344367958127)","('SO_0325', 5.844390733473051)","('SO_0439', 5.711552121177086)","('SO_3626', 5.584986636391774)","('SO_1695', 5.5394171379314185)","('SO_3132', 5.327968734153743)","('SO_0384', 5.304009919073473)","('SO_3342', 5.164399176463902)","('SO_4155', 5.11893049611369)"
