subject,predicate,object
GO_0009263,rdf-schema#subClassOf,GO_0009262
GO_0015879,rdf-schema#subClassOf,GO_0015838
GO_0030521,rdf-schema#subClassOf,GO_0030518
GO_0090729,rdf-schema#subClassOf,N65a1865c84e845feb6c292a4ca8cf2a8
Nf45b42a18ea14a7388ad1a40938ddb7b,owl#someValuesFrom,GO_0003720
GO_0120031,rdf-schema#subClassOf,GO_0030031
Nac1a6de1e69e447a81ab904033e3ca02,owl#onProperty,RO_0002213
GO_0005794,oboInOwl#inSubset,go#goslim_euk_cellular_processes_ribbon
Neceb751b21a747fbab8679c1077e54c7,owl#onProperty,BFO_0000050
GO_1901800,owl#equivalentClass,N2b49bf6bdeaf4d27a627870d5f7d7028
N79ac8f43d2da4e3fbbb47c85163338fe,22-rdf-syntax-ns#first,GO_0065007
GO_0000421,rdf-schema#subClassOf,GO_0005774
GO_0016853,oboInOwl#inSubset,go#goslim_chembl
GO_0030976,rdf-schema#subClassOf,GO_0050997
GO_0042254,oboInOwl#inSubset,go#goslim_prokaryote
GO_0015108,rdf-schema#subClassOf,GO_0008509
N0628208875574c239e3615a931d16e17,22-rdf-syntax-ns#first,GO_0065007
GO_0010565,rdf-schema#subClassOf,GO_0031323
GO_0052315,rdf-schema#subClassOf,GO_0052314
Nf14eb21e872e4e9d8fadec95ab8756f3,owl#someValuesFrom,GO_0030154
GO_0044525,rdf-schema#subClassOf,GO_0044524
N183dd389dd0341948c2ec15bf3c42945,owl#onProperty,BFO_0000066
GO_0006007,rdf-schema#subClassOf,GO_0006006
Ne710471f92664e05964dfd9f1e6d5147,owl#someValuesFrom,GO_0030030
GO_0002252,rdf-schema#subClassOf,GO_0002376
N96702855f238424a8391cd9358d95a16,owl#intersectionOf,Nb8e839e62b7f41da9e7c33aea05406be
Nd79843fb440543baa672514c7fe630b2,owl#onProperty,BFO_0000050
GO_0007292,rdf-schema#subClassOf,GO_0007276
N91ba2493d6c8441c94d8677be78b9215,owl#intersectionOf,N3c9a07555fc545fa9c8279c5d705f110
GO_0015116,rdf-schema#subClassOf,GO_0015103
GO_0018160,rdf-schema#subClassOf,GO_0018198
GO_0046444,rdf-schema#subClassOf,GO_0009161
GO_0008643,oboInOwl#hasAlternativeId,GO:0006861
GO_0044238,oboInOwl#inSubset,go#goslim_plant_ribbon
GO_0010648,rdf-schema#subClassOf,GO_0010646
GO_0070925,rdf-schema#subClassOf,GO_0022607
GO_0098800,rdf-schema#subClassOf,GO_0098796
N369eb93078f645839033e59d0b044be3,owl#someValuesFrom,GO_0016787
N5d8311036ba64d2682c8bd0e7a9f556e,owl#someValuesFrom,GO_0006412
GO_0010975,rdf-schema#subClassOf,GO_0120035
GO_0000750,rdf-schema#subClassOf,N074b05f260d743dfa91f087a3cc3ceb8
GO_0016860,rdf-schema#subClassOf,GO_0016853
GO_0009225,oboInOwl#inSubset,go#goslim_pir
N8f8bb448e57f48f0a40295eb9bc1252e,owl#someValuesFrom,GO_0015908
N4767ee67005b4d3f953e857687eaca5d,owl#someValuesFrom,GO_0006811
N89b5a11ecf8e4190a600e43438270062,22-rdf-syntax-ns#first,GO_0065007
N462e3b0c88b1418f9ae56722a17b7926,owl#someValuesFrom,GO_0071897
Na1bba69ce49a477e8934e82d0a2cd04a,owl#someValuesFrom,GO_0055007
GO_0034756,oboInOwl#hasAlternativeId,GO:1900390
GO_0102480,rdf-schema#subClassOf,GO_0016814
GO_0008173,rdf-schema#subClassOf,GO_0140098
GO_0009889,rdf-schema#subClassOf,N303b22fccab84340843956653198c51a
GO_0080135,rdf-schema#subClassOf,GO_0080134
GO_0046906,rdf-schema#subClassOf,GO_0097159
GO_0030054,oboInOwl#inSubset,go#goslim_flybase_ribbon
GO_0019630,rdf-schema#subClassOf,GO_0032787
Ne8dc0461e6f74e429b5a55cfd926da83,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0055085,oboInOwl#inSubset,go#goslim_yeast
GO_0006936,rdf-schema#subClassOf,GO_0003012
GO_0016706,oboInOwl#hasAlternativeId,GO:0010302
GO_0046812,oboInOwl#inSubset,go#goslim_pir
Nac956936699b4744bb281d5602b07ebc,22-rdf-syntax-ns#rest,N10bb6511aecc46549a5c5356d766f2a8
GO_0004590,rdf-schema#subClassOf,GO_0016831
GO_0006971,rdf-schema#subClassOf,GO_0006970
N4d8eab7623cc4b3e84a9098fd17b6667,owl#onProperty,RO_0002211
GO_0033174,rdf-schema#subClassOf,GO_0045261
GO_0007517,rdf-schema#subClassOf,GO_0048513
GO_0046295,rdf-schema#subClassOf,GO_0034309
N577de07b3e804394943264b35cc2b5fb,22-rdf-syntax-ns#rest,Nbaa5547100ba4ca18724ffa1a354262c
GO_0000098,rdf-schema#subClassOf,GO_0000096
GO_0140299,oboInOwl#inSubset,go#goslim_euk_cellular_processes_ribbon
N24d4badb239842d197b5f4837394d539,22-rdf-syntax-ns#first,GO_0065007
Nf5e148fadf1f428abfdfc76c7ba5790d,22-rdf-syntax-ns#rest,N8f897d21a39e4732a550af2512eed4b3
N612718231ed640c1aaefbc40e0cc4c61,owl#onProperty,RO_0002213
Nb981ee429ea0496fa3fd2e098466e83e,22-rdf-syntax-ns#first,N9abc4fd643b8437e96cbf43913f9dc49
GO_0051339,rdf-schema#subClassOf,N4b457a5813b3445684fe3d053a612bb9
GO_0048528,rdf-schema#subClassOf,GO_0090696
GO_0005355,rdf-schema#subClassOf,N013e989a761a4244b395269564dffeb9
GO_0006545,rdf-schema#subClassOf,GO_0009070
GO_0045913,owl#equivalentClass,Nfa79de95df2d45f7ad12018702863f0d
GO_0010109,owl#equivalentClass,Nb2013e8b52d14b3ea21f8ab2ec72a931
GO_0070085,rdf-schema#subClassOf,GO_0008152
GO_0051306,rdf-schema#subClassOf,GO_0051304
Nd7731140b82d43e6bb8dd96f475b4cbf,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0043772,rdf-schema#subClassOf,GO_0016747
GO_0009398,rdf-schema#subClassOf,GO_0009260
GO_0005929,oboInOwl#inSubset,go#goslim_chembl
GO_1902618,rdf-schema#subClassOf,GO_0070887
Na067f45530814110a64054ea073c793c,22-rdf-syntax-ns#rest,Na7a46bc15f824d9985336583121bba2f
GO_0051051,rdf-schema#subClassOf,GO_0048519
Ne1a98a01663245f198386bbb6a103cf7,owl#someValuesFrom,GO_0016887
GO_0005310,oboInOwl#hasAlternativeId,GO:0005312
GO_0032793,oboInOwl#inSubset,go#gocheck_do_not_annotate
GO_0003962,oboInOwl#hasAlternativeId,GO:0000505
GO_0004397,rdf-schema#subClassOf,GO_0016841
GO_0055130,rdf-schema#subClassOf,GO_0006524
N781b378fae3a4ee990fe8435ea305fe7,22-rdf-syntax-ns#first,Nb910b1894aaf4cee943ef12a8b6c60b1
GO_0007165,oboInOwl#hasAlternativeId,GO:0023014
GO_0012501,oboInOwl#inSubset,go#goslim_agr
GO_1903200,rdf-schema#subClassOf,GO_1903198
GO_0006351,oboInOwl#inSubset,go#goslim_euk_cellular_processes_ribbon
N08c0b44bb7a5413fb375b816cee76533,owl#intersectionOf,N9416e54d4b394d298f3b098f9b43e4fe
N20d09af818924f03841584bd5e243194,22-rdf-syntax-ns#first,N5ac3efe9289542cc8c74c2667c63c6bc
Nca52bd8491cb4990b837e68845a98fd1,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0009968,rdf-schema#subClassOf,N797c7e8c63bd4d7c85f504fe7433e624
N79e30f5cb2f34986ae6abc21367efe04,owl#intersectionOf,N3e1f262cef714062a6e5f4050e2b16a3
GO_0034293,owl#equivalentClass,N5e757e44f6c8435786aed23edd8c447c
GO_0007399,rdf-schema#subClassOf,GO_0048731
Nd854906a8a52478d8794468224a9dbf7,22-rdf-syntax-ns#first,GO_0065007
GO_0045995,owl#equivalentClass,Nbba2499899a54dfa93fb275eeeeeb627
N3cfe1504f19a4d129c4f4378c478770b,owl#onProperty,RO_0002212
GO_0098588,rdf-schema#subClassOf,GO_0031090
GO_0042575,rdf-schema#subClassOf,GO_0061695
GO_0019284,rdf-schema#subClassOf,GO_0071267
GO_0023051,rdf-schema#subClassOf,N13805500e99549a4a67b369ad60bc4cc
GO_0006310,oboInOwl#inSubset,go#goslim_euk_cellular_processes_ribbon
GO_0050802,rdf-schema#subClassOf,GO_0030431
N93ca025437364e709953f220f8e63b4d,22-rdf-syntax-ns#first,N4b8ba4fae97a4bd9a5a8343152f3edaa
GO_0015368,rdf-schema#subClassOf,GO_0015085
Nf12b4f88f76f441c9d7758762a0d3401,owl#onProperty,BFO_0000050
GO_0016737,rdf-schema#subClassOf,GO_0016491
N7d758e0651b94f38bd728b799da41b0f,22-rdf-syntax-ns#rest,Ned58228e8fd945ac88c289c8977c63f5
GO_2000143,rdf-schema#subClassOf,Nfa9c759ca51a43248e06ec453b202c6f
GO_1900180,rdf-schema#subClassOf,GO_0032880
Nc7a7572ea26e48a9932c55be8caadefb,owl#intersectionOf,N19843c4933b14d5387eaa474decc2aab
GO_0007005,oboInOwl#inSubset,go#goslim_chembl
GO_0009062,rdf-schema#subClassOf,GO_0006631
GO_0003857,rdf-schema#subClassOf,GO_0016616
GO_0060429,rdf-schema#subClassOf,GO_0009888
GO_0030647,rdf-schema#subClassOf,GO_0016137
GO_0015250,rdf-schema#subClassOf,GO_0005372
N39d58bea49d7417689dad53f409ddcbf,owl#someValuesFrom,GO_0006094
Ncedb9f41c456491394d8e20e655fb69e,owl#onProperty,RO_0002211
GO_0006109,rdf-schema#subClassOf,N3e935a7d349d40299f6a0be609613f1e
GO_0022885,rdf-schema#subClassOf,GO_0042887
GO_0000271,rdf-schema#subClassOf,GO_0009059
GO_0030638,rdf-schema#subClassOf,GO_0019748
GO_0010729,rdf-schema#subClassOf,GO_0010726
GO_0030414,rdf-schema#subClassOf,GO_0061134
Nc8e75491c9204fb8a558e47b1cfbcd75,owl#someValuesFrom,GO_0006177
N907f862d736547c693f70e973657ed84,22-rdf-syntax-ns#first,GO_0065007
Nbcc3b69b350d41028d2479c6dc05d374,22-rdf-syntax-ns#first,GO_0065007
N4aa58137c23d4ed9a47702966fba794c,22-rdf-syntax-ns#rest,Nc759042c5b9945509a2302142bb1fb62
GO_0000910,rdf-schema#subClassOf,GO_0022402
GO_0009186,rdf-schema#subClassOf,GO_0009132
GO_0022402,rdf-schema#subClassOf,GO_0009987
N3667ca6cfe53411a958ba46635ce9057,owl#onProperty,BFO_0000050
Na9d875b2c8844788a3798a85f0f0028e,22-rdf-syntax-ns#rest,Nc12d2526691b40468fc72e4ec0f680bf
GO_0042780,rdf-schema#subClassOf,GO_0008033
GO_0050992,rdf-schema#subClassOf,GO_0050993
GO_2000143,rdf-schema#subClassOf,GO_2000142
GO_0004930,oboInOwl#hasAlternativeId,GO:0001625
GO_0019545,rdf-schema#subClassOf,GO_0006105
N2d342a64ac6b49d6bcf58b3e4ce55af3,owl#someValuesFrom,GO_0048475
GO_0000792,rdf-schema#subClassOf,GO_0000785
GO_0044057,owl#equivalentClass,Ne5dd9f2d25044b4ea43930df4a303d44
GO_0016679,rdf-schema#subClassOf,GO_0016491
GO_0090609,rdf-schema#subClassOf,GO_0044010
Nf3d22ff9d61a47c5865f92013554e2b0,22-rdf-syntax-ns#first,GO_0005657
GO_0016071,oboInOwl#inSubset,go#goslim_prokaryote
N8cbf3d379ef149c5a4dad278bed692c4,owl#onProperty,BFO_0000050
GO_0003677,oboInOwl#inSubset,go#goslim_euk_cellular_processes_ribbon
GO_0022605,rdf-schema#subClassOf,GO_0048609
N19843c4933b14d5387eaa474decc2aab,22-rdf-syntax-ns#rest,N9adeccd968534bf29bc0fbedd4366599
N4d3b4c62a33c47448a76f3bef85fc813,22-rdf-syntax-ns#first,GO_0065007
Na37ad7ca30bc4e8486a32da012e60994,owl#onProperty,BFO_0000050
GO_0010565,rdf-schema#subClassOf,N9bacea484b87436f8255225e94d29eb4
GO_0051656,rdf-schema#subClassOf,GO_0051234
GO_0006357,oboInOwl#hasAlternativeId,GO:0006358
GO_0016530,rdf-schema#subClassOf,GO_0140104
GO_0005515,oboInOwl#hasAlternativeId,GO:0045308
GO_0071452,rdf-schema#subClassOf,GO_0034614
N14b21319880f40d28de61e3d322ed80a,owl#someValuesFrom,GO_0044784
Nf0c2febee3df4de2a22aec69361164b8,owl#onProperty,BFO_0000050
GO_0055065,oboInOwl#consider,GO:0030003
GO_0140053,oboInOwl#inSubset,go#goslim_generic
Nae202cda6cb84a6eb4a1a449c54afc74,22-rdf-syntax-ns#first,GO_0065007
N8f25732075ca4ca7abccfa69daba53b2,owl#someValuesFrom,GO_0005764
GO_0051170,rdf-schema#subClassOf,GO_0006913
GO_0004930,rdf-schema#subClassOf,N954b1fa2a0184a69a02204e9411e4ab7
Nf9a11df828e04fa491098066a97c7b2d,owl#onProperty,BFO_0000050
N763b848f3e6148c1b4009f915f33a814,22-rdf-syntax-ns#first,GO_0065007
GO_0009254,oboInOwl#hasAlternativeId,GO:0009287
Nf3f60e0924184173acdeeeedb97ee740,22-rdf-syntax-ns#first,N96bed6be3f1e4db0a45e0dfef1e9e8cb
Nc458834884fb470dba2ae864b97ce45a,22-rdf-syntax-ns#rest,Nd5d8fd0195d04239bcccfb0b046a5233
N3e072c54b45b444095ad164bd0c06a6d,owl#someValuesFrom,GO_0005604
GO_0003700,oboInOwl#inSubset,go#goslim_plant
GO_0071466,oboInOwl#inSubset,go#goslim_chembl
GO_0048870,oboInOwl#inSubset,go#goslim_prokaryote
GO_0042951,rdf-schema#subClassOf,Naade21d1c0e84f958b4bcf7b68e9e71c
GO_0090090,owl#equivalentClass,N203189ad4e3f4538af248fcf74693aaa
GO_0016273,rdf-schema#subClassOf,GO_0008757
GO_0046656,rdf-schema#subClassOf,GO_0046655
GO_0000278,oboInOwl#inSubset,go#goslim_drosophila
GO_0170044,rdf-schema#subClassOf,GO_0170041
Nf6112cddc7524ebfbeb3f767422d39c3,owl#someValuesFrom,GO_0071383
N3662f3b4c9bd4d48b2a2fcc7530fad5d,owl#someValuesFrom,GO_0007420
GO_0051287,oboInOwl#hasAlternativeId,GO:0051288
GO_0034017,oboInOwl#hasAlternativeId,GO:0043832
Nc1e56632312a4c95be5e8d033fd0e3f8,owl#someValuesFrom,GO_0010467
GO_0044264,IAO_0100001,GO:0005976
GO_0019236,rdf-schema#subClassOf,GO_0042221
GO_0008016,rdf-schema#subClassOf,GO_1903522
GO_1902222,rdf-schema#subClassOf,GO_0170035
GO_0006195,rdf-schema#subClassOf,GO_0006163
GO_0004591,rdf-schema#subClassOf,GO_0016624
GO_0015810,rdf-schema#subClassOf,GO_0015740
GO_0007166,rdf-schema#subClassOf,GO_0007165
Ne933d8117ff44422bd650bf64106be4e,owl#someValuesFrom,GO_0048812
Nf54fb7aeb6a44a6b9904b915a8cb8448,owl#someValuesFrom,GO_0043229
GO_0016787,oboInOwl#inSubset,go#goslim_prokaryote
N9888213dc07d41bba02efe784976f9fb,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
Ndbe0ef500a424f43ac56318f7dd1222c,22-rdf-syntax-ns#first,GO_0065007
N3d5ae245b4344cd488f725f40371f9c0,owl#onProperty,BFO_0000050
GO_0000156,rdf-schema#subClassOf,Ne2b321106a1e4e15b4d38c60551a0322
Ne836641e00bd49d99c462ac2034eadef,owl#onProperty,BFO_0000051
GO_0019319,rdf-schema#subClassOf,GO_0046364
GO_0030267,rdf-schema#subClassOf,GO_0106345
GO_0045277,rdf-schema#subClassOf,GO_1902495
GO_0001709,rdf-schema#subClassOf,Nf9476bfb650c4828a4714ca85d1cb64e
GO_0050909,rdf-schema#subClassOf,GO_0007606
GO_0040007,oboInOwl#inSubset,go#gocheck_do_not_annotate
GO_0016849,rdf-schema#subClassOf,GO_0016829
N982e756cb740418383389e1733ca6875,22-rdf-syntax-ns#rest,Na121bd643c68413ebdbe1c7e51c2797e
N09295fa0980a4f18852212a73c10b7b8,owl#someValuesFrom,GO_0044344
GO_0002949,oboInOwl#hasAlternativeId,GO:0070526
N0691ea3fe05145a8987be989fea5391f,owl#onProperty,RO_0002213
GO_1903716,rdf-schema#subClassOf,GO_1904823
Nca9b2584fb25447886db953f56a1e2cd,22-rdf-syntax-ns#first,GO_0065007
GO_0008484,rdf-schema#subClassOf,GO_0016788
GO_0005351,oboInOwl#hasAlternativeId,GO:0005403
Ne2a4189f61a84c23be96f447ccf835b2,owl#onProperty,BFO_0000051
GO_0009079,rdf-schema#subClassOf,GO_0170034
GO_0003729,oboInOwl#inSubset,go#goslim_chembl
GO_0006298,rdf-schema#subClassOf,GO_0006281
GO_0009988,rdf-schema#subClassOf,GO_0008037
GO_0003727,rdf-schema#subClassOf,GO_0003723
N5af884cb57ef480a872d09f99a814306,owl#onProperty,BFO_0000050
GO_0044237,rdf-schema#subClassOf,GO_0009987
GO_0015833,rdf-schema#subClassOf,GO_0042886
GO_0055092,rdf-schema#subClassOf,GO_0055088
GO_0019058,oboInOwl#inSubset,go#goslim_virus
N7770c87b53774faba272ea7b0f5a0488,22-rdf-syntax-ns#first,N3b214c7590c743a090bdf854348295b3
GO_0031348,rdf-schema#subClassOf,N1a271e1bdf2a43b185bedfe9d813b2f4
Nf1b9b81b2afd4e3195a9dffe178f650b,owl#someValuesFrom,GO_0098609
N9d2f2023dec646ecaab6a64b396aa8cb,owl#intersectionOf,Nc7b69aa4829148708f99a8c8eb891031
GO_1903046,owl#equivalentClass,N131f81446e0b4af694b3f717ae76ca13
GO_0060192,owl#equivalentClass,N56f9cfd86eeb47f9bf4ec0430076bc4e
GO_0015099,rdf-schema#subClassOf,N877518d23be245a3bb7f1dd6db01cf6f
Nf0aefd61b88b44518c1c3eb24d876758,22-rdf-syntax-ns#first,GO_0065007
N8f197fb4ff6e4e1295a9b264f5fac70d,owl#onProperty,BFO_0000050
GO_0019148,rdf-schema#subClassOf,GO_0016846
GO_0106411,rdf-schema#subClassOf,GO_0008253
GO_0140359,rdf-schema#subClassOf,GO_0042626
GO_0005604,oboInOwl#hasAlternativeId,GO:0005605
GO_0048667,owl#equivalentClass,N719a21c251804560a65334977eada2d2
GO_0016020,oboInOwl#inSubset,go#goslim_metagenomics
GO_0007163,oboInOwl#inSubset,go#goslim_prokaryote
GO_0010001,rdf-schema#subClassOf,GO_0030154
GO_1902807,rdf-schema#subClassOf,GO_1902806
GO_0055113,rdf-schema#subClassOf,GO_0048598
N96a42ea9cb134869857ef6c368ee1fd9,owl#onProperty,RO_0002212
GO_0006007,rdf-schema#subClassOf,GO_0019320
GO_0046490,rdf-schema#subClassOf,GO_0006644
GO_2000379,rdf-schema#subClassOf,GO_2000377
GO_0046951,rdf-schema#subClassOf,GO_1902224
Nabc97a03291240e785aa6eec9e1805fb,owl#intersectionOf,N4882271573d540c0b6cfba71ca7c3abe
GO_0012506,rdf-schema#subClassOf,GO_0031090
GO_0061603,rdf-schema#subClassOf,GO_0070568
GO_0032902,rdf-schema#subClassOf,GO_0032898
GO_0004146,rdf-schema#subClassOf,GO_0016646
GO_0016531,rdf-schema#subClassOf,N81277a6fd77947179b0e7c3406a73dc1
GO_0031248,rdf-schema#subClassOf,GO_1902493
Ne35c15bf1129446bb7b7ec09fbc610eb,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0032506,rdf-schema#subClassOf,GO_0022402
GO_0042273,oboInOwl#inSubset,go#goslim_yeast
N6b73ae5166c54bfb838878f66d0ade30,owl#onProperty,BFO_0000050
N607ef6d76ff540759acca088526438a4,22-rdf-syntax-ns#first,GO_0065007
GO_0015835,oboInOwl#inSubset,go#goslim_pir
GO_0000398,rdf-schema#subClassOf,GO_0000377
GO_0052548,rdf-schema#subClassOf,GO_0052547
N53d001eaf12d416cbe8f45ce049d4be5,22-rdf-syntax-ns#rest,N333df0cd084d4316b46ded4d0a4843da
N30cd82a6d9294c0ca47ded2b913deea1,owl#someValuesFrom,GO_0034755
GO_0036094,oboInOwl#inSubset,go#goslim_euk_cellular_processes_ribbon
GO_0009404,rdf-schema#subClassOf,GO_0044237
N8cfbf7f58f9d420b890ee6890b84872c,owl#intersectionOf,N07521af57d3d45be9b88163a04dd883f
GO_0016556,oboInOwl#hasAlternativeId,GO:0006381
GO_0030154,oboInOwl#inSubset,go#goslim_agr
N0c72244cad5c48e4a2c53bddca2475ea,22-rdf-syntax-ns#first,Na1c128210c3d42ce8b134a9ae622c0bf
GO_0051354,rdf-schema#subClassOf,Na7bc36024b7d4c74b2c21018b0a6cb63
GO_0032107,rdf-schema#subClassOf,N2a68461368f7405cb189775c0a6864f6
GO_0023014,IAO_0100001,GO_0007165
Na15bc711c8024a46aef5a27e0b9ef247,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0032297,rdf-schema#subClassOf,N44cd6801944742f7b41a6329da7cc12b
N7ebed093bdd1458780805b828bd9f22a,owl#onProperty,BFO_0000050
GO_0015031,oboInOwl#hasAlternativeId,GO:0015831
N4259d79bb70e407cbe481a9433b8faf7,owl#someValuesFrom,GO_0007062
N820d62476bb346fe94fefcf279516a50,owl#onProperty,BFO_0000050
N436b3825b4044b638d58f32491d0e92a,owl#someValuesFrom,GO_0048645
Nd332a86773154cffb07b8d1a2994df06,owl#onProperty,BFO_0000050
GO_0046907,owl#equivalentClass,Ncc8731c3f4f843c9b2780083516f53a7
GO_0042509,owl#equivalentClass,N1a7333cd5ca94d03801493c1a718f73c
N51db6cbf625341518656dedc55ce43b9,owl#intersectionOf,Nd84349768bf54dc5b29c60ecf4ed5d55
N183d499ced5f4ebd8ec614baa47f643b,owl#intersectionOf,Nc5bdf958bb884e51996be3c891a365aa
Nc589cf576e1f43cfbe1bbc76a23f2602,owl#someValuesFrom,GO_0051603
GO_0017089,rdf-schema#subClassOf,Nd57a424011fc44819f318df18221524e
GO_0008152,oboInOwl#inSubset,go#gocheck_do_not_annotate
GO_0007304,rdf-schema#subClassOf,N20d12891013d4e3cbee4ee9872580f8d
GO_2001061,rdf-schema#subClassOf,GO_1901137
GO_0009101,rdf-schema#subClassOf,GO_1901566
GO_0010319,rdf-schema#subClassOf,GO_0110165
GO_0004550,rdf-schema#subClassOf,GO_0019205
GO_0040008,rdf-schema#subClassOf,Nbfd9270267f34438bb9cb01f1e46e4f8
Needb8f29d971455d9a735514d583e5ee,owl#intersectionOf,Nab623368183846659b7d289b7e144905
Nc274e2d5b8ad463d828f7600226e5861,22-rdf-syntax-ns#rest,N4d6a542fc0f54003b33434269899959d
N4e60bd74a6fe4aa2b6c8428215ab2e7f,owl#onProperty,RO_0002211
GO_0008360,oboInOwl#hasAlternativeId,GO:0045789
N09118ca65233412486a33c99032db401,owl#someValuesFrom,GO_0008283
GO_0140104,rdf-schema#subClassOf,Nf9c3f80b07c24573904b0d0ac74dfdf1
GO_0051222,rdf-schema#subClassOf,GO_0051223
Nb8a6064b944a4a929a2582c20e7dd820,owl#onProperty,RO_0002213
GO_0046048,rdf-schema#subClassOf,GO_0009193
GO_0022414,oboInOwl#inSubset,go#goslim_plant
GO_0015969,rdf-schema#subClassOf,GO_0034035
GO_0043473,oboInOwl#inSubset,go#goslim_pir
GO_0098916,rdf-schema#subClassOf,GO_0099537
GO_0019518,rdf-schema#subClassOf,GO_0006567
GO_0042230,IAO_0100001,GO_0032614
Nb5f6db62438046e6b81909b72dcb7bd9,owl#onProperty,RO_0002211
GO_0045732,rdf-schema#subClassOf,N2a833dbcdc90407dad30533633f427fa
GO_0005886,rdf-schema#subClassOf,Nc4f02983b5c44ff383d8cb0e1f63fe12
GO_0170055,rdf-schema#subClassOf,GO_0022857
N492e426c76f64f6eb209db4d2892fdf7,owl#someValuesFrom,GO_0007599
Nc6a9d727457243d18d0ec4c1e869de6b,22-rdf-syntax-ns#first,N659da6eb712a49a195aa8716df897bdc
Nd0c381a500f34639842b65c5f65a3836,owl#onProperty,RO_0002212
Nf4723381faa64a1ba0ad5a8e6007f5de,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
N83a7e95f711a4228af8e28c1b4b1722c,owl#onProperty,RO_0002211
GO_1901991,rdf-schema#subClassOf,GO_0045930
Nea8eb82db6664d208ca57bd32b9abda8,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0015977,rdf-schema#subClassOf,GO_0008152
N48915f0b661b44418fd582cd0b1ecc83,owl#intersectionOf,N5d482683fe2a477d8adc1d4c17461e41
GO_0000330,rdf-schema#subClassOf,GO_0005775
Ncfdee09650fb47c68bcbe42977b4ee75,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0010453,rdf-schema#subClassOf,GO_0050794
GO_0004127,rdf-schema#subClassOf,GO_0050145
N03658862d5a24c1e967265647c905225,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
N78024a2471ab4ff68c08cee96876e45b,22-rdf-syntax-ns#first,GO_0065007
GO_0045901,rdf-schema#subClassOf,Na26a4dc901c84dd1acfa6a9c810f328c
GO_0019323,rdf-schema#subClassOf,GO_0019321
Nbb551b7a544a4ec4942314be4f0b18d0,owl#intersectionOf,N576dc8761ef346ad94e1a8fb36b39fbb
N2d047be47ed74dd7862e78b448933fce,owl#onProperty,RO_0002211
Ne413c8d42ab04cc7a51ac62c4db99c0c,owl#onProperty,BFO_0000050
GO_0065003,oboInOwl#inSubset,go#goslim_prokaryote
N9880ffecc5554ed0bc2a00a7471c1ebd,owl#onProperty,BFO_0000050
N7fa1461fb6304f6da2c43f9bb417fa18,owl#someValuesFrom,GO_0070469
GO_0040012,owl#equivalentClass,N8c68e3364a72400c96edaa2e308a70d6
GO_0071732,rdf-schema#subClassOf,GO_1901701
GO_1903018,rdf-schema#subClassOf,GO_0051246
N38fdcd2f86a34e87809d6c5b7598602c,22-rdf-syntax-ns#first,N6504a84dbe3e47f3b5c9072ed0279fe9
GO_1905952,owl#equivalentClass,Ncd3be5078cf54f7bae5fee33793fc65f
GO_0004143,rdf-schema#subClassOf,GO_0016773
GO_0071478,rdf-schema#subClassOf,GO_0071214
GO_0016126,rdf-schema#subClassOf,GO_0006694
GO_0030135,oboInOwl#inSubset,go#goslim_drosophila
N1c5ca8422fc04ffebc9722e68dce7c30,22-rdf-syntax-ns#rest,Ndb0ca98af4154084b206f95a68f81c6b
GO_0030154,oboInOwl#inSubset,go#goslim_drosophila
N7906305748c84887a85bca177d97edd0,owl#onProperty,BFO_0000050
Na59d5f90c6ae4f568f72c4288f92adb5,owl#onProperty,RO_0002212
N3847298f271f45868f9cbfeb8a4aaa9d,owl#onProperty,BFO_0000050
GO_0042774,rdf-schema#subClassOf,Na833fa55a55843a9b49ce27cdcdc9172
N436ed31042c74eea95e98778d0d9db7f,22-rdf-syntax-ns#rest,22-rdf-syntax-ns#nil
GO_0016491,oboInOwl#inSubset,go#goslim_prokaryote
GO_0045901,owl#equivalentClass,N0daa52f51b4f45f182a0e3c4f2785533
GO_0004784,oboInOwl#hasAlternativeId,GO:0008383
GO_0004129,rdf-schema#subClassOf,GO_0015078
GO_0071880,rdf-schema#subClassOf,GO_0007189
N1d37e10dfa9145fda41a969e072d2d6c,22-rdf-syntax-ns#first,N1a973885eb2145eba6df4dffcfd17494
GO_0048592,oboInOwl#hasAlternativeId,GO:0048748
N5b8bd53d2eb34091b4b01444fd310c25,owl#intersectionOf,Ndc9d0a3f089d46448bafa7c9872ade5a
GO_0051781,rdf-schema#subClassOf,GO_0048522
GO_0006571,rdf-schema#subClassOf,GO_1902223
N4dac7abbe94b4a49bf5b5280bc345dc9,owl#someValuesFrom,GO_0006606
GO_0048871,rdf-schema#subClassOf,GO_0042592
N998eeeab7a1f446296554bfc46b7240b,22-rdf-syntax-ns#first,Nb9892a7ba3124182a578931780d289a7
GO_0042176,oboInOwl#hasAlternativeId,GO:1903362
