CONCEPTS,vector1,vector2,vector3,vector4,vector5,vector6,vector7,vector8,vector9,vector10,vector11,vector12,vector13,vector14,vector15,vector16,vector17,vector18,vector19,vector20,vector21,vector22,vector23,vector24,vector25,vector26,vector27,vector28,vector29,vector30,vector31,vector32,vector33,vector34,vector35,vector36,vector37,vector38,vector39,vector40,vector41,vector42,vector43,vector44,vector45,vector46,vector47,vector48,vector49,vector50,vector51,vector52,vector53,vector54,vector55,vector56,vector57,vector58,vector59,vector60,vector61,vector62,vector63,vector64,vector65,vector66,vector67,vector68,vector69,vector70,vector71,vector72,vector73,vector74,vector75,vector76,vector77,vector78,vector79,vector80,vector81,vector82,vector83,vector84,vector85,vector86,vector87,vector88,vector89,vector90,vector91,vector92,vector93,vector94,vector95,vector96,vector97,vector98,vector99,vector100
"['GO:0000002', 'GO:0015979', 'GO:0098700']",0.5918736933333334,-0.12680388833333334,-0.49179005666666664,-0.11977176,-0.05911788333333332,-0.20771642746666666,0.34389363666666667,0.2266575966666667,0.5270341533333333,-0.38523883999999997,-0.28603722466666665,-0.08755954666666665,0.15465827333333335,0.65525697,-0.2811151966666667,-0.73681669,0.18630982,-0.029067113333333335,-0.36578473333333333,-0.20687542333333334,0.069176713,0.43616241000000006,0.48080233,-0.034725093333333325,-0.31446472333333336,0.06323079666666666,-0.29524914333333335,0.15506462333333335,0.05320208333333334,-0.193119418,0.49003086,0.4755227866666667,-0.09113701,0.3288196783333333,0.7863556533333332,-0.042756021666666665,-0.38684766866666664,-0.1906424916666667,-0.47045765,-0.23736805000000002,0.31575604333333335,0.32716940333333333,-0.09533767566666666,0.5915443333333333,0.107498108,0.2490847266666667,0.41512198666666666,0.12650183733333334,0.4309907933333334,-0.29172913333333333,-0.7454611866666667,-0.7576623466666668,0.33498356999999995,-0.5416923533333332,-0.38662276,-0.02209873,-0.014731886333333333,0.10434015333333334,0.10322203666666667,0.22152996766666666,-0.21741638666666666,-0.5914923466666667,0.46279955333333334,-0.63712371,-0.5183504933333333,0.035928594333333334,0.2409294023333333,0.25887492333333334,-0.83204022,-0.05207726333333331,0.2807544566666667,0.3161458166666667,0.5106972366666667,-0.5637523466666666,-0.09958517333333333,0.15793545333333334,0.027936140666666654,0.3539457166666667,-0.5618128566666667,-0.20919806100000002,0.4859300066666667,-0.26818348,-0.15400149333333332,0.22287852,-0.27372757,-0.47967025,0.5059453943333333,0.25854414,-0.41711798,0.40672554133333333,-0.6413050533333333,-0.08265549666666666,0.32883828,-0.8115173966666666,-0.11978015666666668,-0.32350619799999997,0.15534253666666667,-0.011020606666666669,-0.06973322333333333,-0.40067272
"['GO:0000003', 'GO:0009060', 'GO:0010941', 'GO:0016049', 'GO:0140135']",0.870968156,-0.3087717408,-0.42354911800000006,0.09246295,-0.003000121340000006,-0.3025140904,0.400720576,0.179118012,0.4460517048,-0.26801186364,-0.12958045999999998,-0.188583542,0.02692400600000001,0.61306473,-0.2099768534,-0.8030497320000001,-0.0021853911800000054,-0.462602492,-0.5423480599999999,0.11826473879999999,0.2609862208,0.1541913608,0.14417664079999998,-0.037786624000000005,-0.2944994328,0.3672744212,-0.105324982,0.17562249400000002,0.1323689462,-0.17574151,0.2464303669,0.3233203792,0.007642018799999995,0.387186028,0.45886708800000003,-0.31006528600000005,-0.2390201244,-0.234758228,-0.34858468484,-0.275714535,0.337888582,0.47020260199999997,-0.22369276360000004,0.25801384920000003,0.001307491999999999,0.3379283118,0.27540397,0.26153303199999994,0.639474268,-0.21938674800000002,-0.466853534,-0.6069316899999999,0.401555788,-0.222689542,0.017052828,0.04982494400000002,-0.157613122,-0.104377172,0.024371212600000004,0.14218316599999997,-0.09273495040000002,-0.5245661979999999,0.1311408654,-0.1297569,-0.05569019092000001,0.0546631718,0.46147847412000004,-0.1797269486,-0.33760571000000006,-0.083555632,0.262996766,0.15681873179999997,0.18768964319999998,-0.32143089999999996,-0.08126606491999999,0.1782695854,0.30255889140000003,0.33010807,-0.4636035384,0.04618881899999999,0.24244566800000006,0.19574945780000003,-0.036375814799999996,0.1874657774,-0.1087526118,-0.36617044600000004,0.41111438600000005,0.11941771807999997,-0.149754852,-0.011986318140000007,-0.546656918,-0.0702041924,0.12447091859999997,-0.81900141,0.1725970402,0.033246343600000006,0.19452559219999999,0.22136714600000001,-0.031060985999999992,-0.11961607038000002
"['GO:0000003', 'GO:0010467', 'GO:0040008', 'GO:0044237', 'GO:0050661', 'GO:0055114']",0.54414991,-0.051712772,-0.35209959716666667,0.1188143665,-0.21349826158333332,-0.07640698390666667,0.45480073000000004,0.22498969983333336,0.3651686349999999,-0.3917758322,-0.1747328525,0.0009091417499999879,0.09236004999999999,1.0491790616666667,0.006051072666666671,-0.7717570716666667,-0.05847855466666666,-0.13182895833333333,-0.47626268666666666,-0.05596810024999998,0.44539703166666667,0.3986145985,0.23869002233333333,-0.15684152905,-0.250885555,0.16305538849999998,-0.32336301,0.18294217499999998,0.05687343400000001,-0.21277626416666665,0.4593556681666666,0.5303725016666666,0.06427250233333333,0.20599184166666665,0.43437178333333337,-0.161212445,-0.015944783666666667,-0.5684485066666666,-0.5838273783333334,-0.2573793383333333,0.36105328950000004,0.2922290926666667,-0.32268114900000006,0.3799789025,0.19022747133333331,0.14615852016666667,0.34992409999999996,0.19694437333333334,0.50767873405,-0.3655878366666667,-0.6228379483333334,-0.8206164083333333,0.42837551333333335,-0.29746119916666663,-0.06645733499999999,0.31239519,-0.12450505366666668,-0.22811050693333335,-0.1892319035,0.1365819205,-0.057746041666666685,-0.5621813800000001,0.008781936833333335,-0.34614968116666667,-0.128099087,-0.08470072033333331,0.261545345,0.008149859666666662,-0.4749753384999999,-0.0718726195,0.38168314999999997,0.11770312666666667,0.16216233233333333,-0.45375487909999995,-0.03925248626666667,0.1493780408333333,0.18309720399999999,0.33720638000000003,-0.4297072433333333,-0.283159783,0.55992457,-0.08151612733333333,-0.22966611366666667,0.01851520433333333,-0.24506769500000003,-0.4758865265,0.49241332833333334,0.280849691,-0.3327570908333333,0.16465348200000002,-0.6797227266666668,0.15043567900000002,0.20179725183333333,-0.9002674699999998,0.03620836649999999,-0.14961799,0.027823036,0.24550526473333334,-0.21409087833333332,-0.41815118700000004
"['GO:0000005', 'GO:0017001', 'GO:0042542']",0.43297697000000007,-0.19605324533333335,-0.28239539666666663,0.144047909,0.038133740000000006,-0.084549775,0.3590543933333333,0.35469952833333335,0.4049875533333333,-0.42633283166666663,-0.11150671833333332,-0.54944625,0.2972340633333333,0.5316941033333333,-0.19429009833333333,-0.9454203,0.29321602999999996,-0.4405612433333333,-0.6744938033333332,-0.07018018333333333,0.6481756666666667,0.42443053999999997,0.022312873333333334,0.1942394563333333,-0.5166839066666666,0.29556921999999997,-0.11334779533333335,0.17358458000000002,0.1778420156666667,-0.06421168866666667,0.13924011266666667,0.13764983666666666,0.04305296333333334,0.13419814,0.23390848,-0.27803355999999996,-0.22108061133333334,-0.3436085138666667,-0.3376754233333333,-0.38015058999999995,0.15632574133333335,0.08241073999999998,-0.14867942345,0.24272034333333337,0.059336143333333334,0.266457985,0.20181943333333333,0.15426769166666668,0.6031587766666667,-0.25277150666666665,-0.5175664833333333,-1.08775,0.18144107166666665,-0.24494968000000003,0.3470494533333333,0.203162901,-0.09620537633333336,-0.10726679099999999,0.10102609200000001,0.5517569466666666,0.12251448,-0.6411019666666667,0.025033938999999995,-0.029951313333333337,-0.26123700302,0.09340093599999999,0.31506073333333334,-0.17196939666666666,-0.6952957833333334,0.013170303333333336,0.26975884,0.05377764066666666,0.14792282333333334,-0.273149756,0.29857263433333336,0.26144313866666663,0.027544576333333334,0.024576728666666676,-0.25965474,-0.07882093066666666,0.29212262,-0.014256168000000005,-0.059659098333333334,-0.20260092333333332,-0.12637148584666666,-0.17291022,0.08446142566666666,0.05801633066666667,-0.1471570133333333,-0.053452927333333324,-0.240581382,-0.030086295000000002,-0.06628536333333333,-0.7561491333333334,-0.008487864333333336,0.06093818133333334,0.024754756666666655,0.1463407619,-0.17124912866666667,-0.049381848666666665
"['GO:0000012', 'GO:0003723', 'GO:0017038', 'GO:0034660', 'GO:0040007', 'GO:0043107', 'GO:0044208', 'GO:0044237', 'GO:1902600']",0.6522277466666666,-0.2379240611111111,-0.5010738033333333,-0.03958772766666666,-0.1559664841666667,0.06443078884444445,0.3717080311111111,0.28333414900000004,0.5536141273333333,-0.508447025,-0.21881083666666667,-0.047390688333333326,0.08570701022222221,0.8287461144444445,-0.28369808955555553,-0.8596645155555556,-0.09809838488888888,-0.28650939444444445,-0.6623248577777778,-0.09746463944444445,0.43704870083333325,0.4470108611111112,0.31162089277777777,-0.13526062,-0.15291219444444445,0.16510965522222223,-0.3344331532777778,0.20405723777777776,0.015478561622222227,-0.18106496611111111,0.5253885307333332,0.6659145248888889,0.03722585714444445,0.3730631636666667,0.6074691211111111,-0.02927360444444444,-0.11226472111111109,-0.36024164122222224,-0.4437096455555556,-0.1711201748888889,0.30629547211111113,0.17886635255555555,-0.2886030717777778,0.4621347599999999,0.21467008266666665,0.15681786644444445,0.3455029518888889,0.21838067066666667,0.7295453244444444,-0.2438113306666667,-0.6756494433333333,-0.8899096011111111,0.4777880477777777,-0.2540097866366666,-0.10514046466666666,0.33525302488888886,-0.19586813957777777,-0.16429904,-0.2336510366666667,0.19343956455555555,-0.14409494377777776,-0.7768490644444443,0.28530433844444447,-0.3936764744444445,-0.10959866133333333,-0.08851865733333333,0.3858889033333333,0.028734782444444433,-0.39093366,-0.15301163355555555,0.307343882,0.09109259894444446,0.18619076744444443,-0.4254849573333333,-0.09654327244444444,0.19535007133333332,-0.029145701222222226,0.1764019967777778,-0.31664622555555555,-0.20472809777777778,0.5589730277777778,-0.10169519222222222,-0.14734394466666667,0.23325992899999998,-0.11434504144444443,-0.4582789814444445,0.4691303855555556,0.2794073816666667,-0.3971954322222222,0.27770853199999995,-0.5715088577777778,-0.043067520555555565,0.35471939988888884,-0.7809729466666666,0.145595866,-0.14298121999999996,0.1049604178888889,0.30488853211111105,-0.1241691638888889,-0.2584354002
"['GO:0000012', 'GO:0005576', 'GO:0005623', 'GO:0016047', 'GO:0040006', 'GO:0071840', 'GO:0097244']",0.37803103457142856,-0.09749170585714285,-0.31442608057142857,0.12834941285714288,0.06357316045714287,0.058209519,0.19329335364285716,0.2011990042857143,0.5212251677142856,-0.2511492804857143,-0.12872218934285715,-0.02561697391428572,-0.011654349428571428,0.5174972754285714,-0.01932550500000001,-0.7082710214857143,0.02924253837142857,-0.21780383314285715,-0.3081121357857143,0.006217657621428578,0.15136109080000001,0.443312549,0.0990550254,0.04727201871428571,-0.4539300602571429,0.03740334557142857,-0.2722428007857143,0.2790624719328571,0.09261022450742859,-0.11181260614285715,0.009678110528571423,0.33609769028571435,0.0071951599,0.2589980301714286,0.3520012614857143,-0.14881660708571426,-0.2638983698571428,-0.38082029648571425,-0.37346082271428577,-0.16862967814285715,0.04968658528571429,0.30613240495571425,-0.12614361857142856,0.3397001242857143,0.20303728042857142,0.13697969828571427,0.21064001792857143,0.14442732028571428,0.4471884946285714,-0.19334089902671428,-0.5727194788857143,-0.6008721786100001,0.3774344074714286,-0.19159707657142855,0.006382210614285701,-0.057250796971428576,-0.09019945615714287,-0.2325263795428571,-0.09673227435714285,0.20837553657142857,-0.24008629937142859,-0.5364934111914285,-0.013684759214285715,-0.36415332578857146,-0.0806391127857143,-0.012464731914285711,0.22803411385714284,0.10436135184285715,-0.28702811764285713,-0.20944485314285716,0.2866719562857143,0.049693802,0.23056555171428572,-0.317595553,0.01925596837142857,0.07598704625714285,0.21112293871428572,0.15408418457142856,-0.37708936542857147,-0.07578304662857145,0.389765772,-0.018154265857142856,-0.06197145397142857,0.1772085201571429,-0.13502499518571429,-0.07950272964285714,0.4446149195142857,0.12757417157142856,-0.2087509634285714,0.1618863917714286,-0.2879471136285714,0.002595038628571426,0.21694193110000004,-0.7345310062714286,-0.0957199752857143,-0.11051617999999998,-0.05198310971428572,0.2616418314285714,-0.0686231007142857,-0.2627497708142857
"['GO:0000012', 'GO:0010647', 'GO:0030012', 'GO:0035160', 'GO:0040007', 'GO:0043277']",0.5376794872333334,-0.16607142895,-0.39073885996666663,0.12749470723333334,0.024708638416666668,0.04024422683333334,0.44590299416666673,0.16627080255,0.43188481266666673,-0.3878109726666666,-0.16558229786666667,-0.07435600966666665,-0.19379506638333333,0.8430292724999999,0.10837599916666667,-0.5403308171716666,0.050247015083333325,-0.21845520618333336,-0.42151576679499997,-0.024838351666666675,0.07666399053333332,0.3491745795,0.30217182566666667,0.0015492681666666591,-0.047251866516666664,0.019647262573333334,-0.32045896646666666,0.155523776495,0.07009859210000001,-0.15969379433333333,0.47580197183333334,0.6114253126333332,-0.13923443611666664,0.2642152415,0.4064938388333334,-0.34451234861666663,-0.31917691616666666,-0.170628984,-0.41088682966666673,-0.16522256449066666,0.164434875,0.396343497825,-0.24202375099999998,0.6030938145,0.13704197301666665,0.21512355041666667,0.5961231154750001,0.18442844025000002,0.4802453776666667,-0.13449976710499997,-0.6808513793666666,-0.7216950825666667,0.41889949291666667,-0.568906511,-0.0006357439333333215,-0.049367194233333335,0.0072821804000000045,-0.041438657250000004,-0.19211345923333334,0.16158220193333336,-0.34835964841666667,-0.6973395059999999,0.16193786750000003,-0.4483574132333333,-0.1081127695,-0.11602648533333333,0.24266421915833333,0.03686748633333331,-0.2900825215,-0.16988888075,0.4103763215,0.17718968300000001,0.060766151111666666,-0.18726458248333336,-0.07006814983333333,0.11463341933333333,-0.05898967266666666,0.35038277105,-0.4081341776666667,-0.07784955183333332,0.3991071115,-0.2540110328333333,-0.16973846146666668,0.18584809320499998,-0.060647758399999994,-0.4347554136666667,0.5067967427166667,0.3898500265,-0.22185733043333336,0.2984198370166667,-0.43171544033333326,-0.16409002033333334,0.24439413338333335,-0.6936159346666667,0.073149651,-0.22359076525833332,0.3240802325166667,0.34537594811666666,-0.08507377548333334,-0.3209549108000001
"['GO:0000012', 'GO:0016030', 'GO:0040007', 'GO:0050870', 'GO:0051716']",0.5757693126,-0.18893667100000003,-0.35974187739999997,0.31616637020000005,0.14384944630000002,0.08892804628,0.176067872824,0.2528783082,0.23764159631999998,-0.554722728,-0.31465911313199996,-0.1527937218,-0.19096592584,0.9110458326399999,0.10489339124,-0.56560700865,-0.044936902599999995,-0.1354900154,-0.31635627452000004,0.08349306391999999,0.22735895218,0.39547127247999997,0.4128157678,0.019103322599999997,-0.03737553,0.03714091860000001,-0.23688443600000003,0.4128911274,0.14817050172,-0.27953821434,0.43573177608,0.6714075868,0.038883017400000004,0.22145336210000002,0.20995861352,-0.26504987008,-0.25233551101999996,-0.32722502078,-0.604878451,0.023000775800000005,0.24611808062,0.2485609452,-0.174768766736,0.7088708473399998,0.2639599112,0.09134293788,0.73366837634,0.24269963280000004,0.4526031167399999,-0.2524155105,-0.8214990169,-0.7034252164,0.4222489018,-0.64666994288,0.016206860800000035,0.25405498808,-0.1591791272,-0.15170739344,-0.23687789892,0.04969431645999999,-0.2695291357399999,-0.5558367077999999,0.072667646,-0.5240274507,-0.16043364828,-0.14394850944,0.2160249168,-0.10101099968,-0.5197516600000001,-0.28364126240000004,0.7136346083799999,0.20477185707999998,0.0533293646,-0.3984212016,0.02385984110000001,0.4264664852,0.0664635102,0.31242920360000004,-0.22353798085999999,-0.27095675624000004,0.434636052,-0.3027071292,-0.18532841902000002,0.10949898252000001,-0.015101768999999998,-0.5284390818,0.23683271043999995,0.449875254,-0.03957923938000002,0.36946576152,-0.54217699336,0.1944576554,0.3015874518,-0.8895326902,-0.01455561294,-0.08262107927999998,0.1197936038,0.34182715708,-0.009653954060000003,-0.43526194668
"['GO:0000048', 'GO:0006950', 'GO:0044036', 'GO:1990050']",0.62665886,-0.23027182349999997,-0.4947953975,0.025297313249999998,0.15658193750000002,-0.006147925000000012,0.1703201525,0.4513652025,0.271158315,-0.6139934415,-0.12353408399999999,-0.47862743,0.13812688975,0.7017838825,-0.19066599750000002,-0.990340005,-0.0493035225,-0.43120514000000004,-0.7811039875,-0.275490415,0.5518651425,0.473992435,0.2751379475,-0.07553692000000001,-0.22675503749999998,0.36445044634999996,0.06503337749999998,0.2381181695,0.097996642,-0.44747896499999995,0.25996168775,0.46103370299999996,0.146938187,0.28972894,0.281364738875,-0.1163588365,-0.0931182325,-0.6036161099999999,-0.6795959712499999,-0.16075134000000002,0.470551995,0.20239720700000002,-0.1561362975,0.5992811100000001,-0.16281182,0.2298524225,0.08400055000000001,0.1728312345,0.70668233,-0.18656207625,-0.7553408425,-0.7593910375,0.444758645,-0.47050665669999997,-0.01868523000000001,0.46766278000000006,-0.13724098,-0.1890043725,-0.22320718999999997,0.44823868,-0.07236018,-0.5125253575,-0.050779846000000003,-0.455275985,-0.18848944075000001,0.2919491825,0.084826745,-0.0624781665,-0.8698462125,-0.050698830999999986,0.6376320425,0.12444822325,0.18963581475,-0.54555421,0.199514825,0.172929469,0.07381004525,0.052708823,-0.3103583075,-0.0963420875,0.462160505,0.0258833635,-0.10612609500000002,0.043197937875,-0.0887425325,-0.36447520624999996,0.3703475265,0.36223633774999997,-0.5731339225000001,0.060848032249999996,-0.86490662,0.05202546000000001,0.1588750719,-1.0212268775000002,0.06354183449999998,0.18272147499999997,-0.03167412625,0.2295133125,-0.15844065999999998,-0.36010593
"['GO:0000062', 'GO:0044258', 'GO:1990631']",0.32923047,-0.09108173333333335,-0.27708806666666663,0.026554518666666655,0.007471489999999993,-0.037877071666666665,0.5015407866666667,0.12340129333333333,0.58638724,-0.2650483066666667,-0.20871761666666666,-0.36892184666666666,0.055042712266666675,0.54414557,-0.11103491476666666,-0.8018030999999999,0.03829637,-0.25146811,-0.6338033200000001,-0.05907255666666667,0.45972856,0.3721071966666667,0.11639814999999999,-0.08728452333333332,-0.45059870333333335,0.2878239566666667,-0.21733547666666667,0.2673228266666667,0.15392783399999999,0.07168755166666667,0.07427167233333334,0.19405043033333333,0.12827430433333334,0.4093119566666667,0.22085242833333332,-0.3410184766666667,0.04810822333333334,-0.28026582333333333,-0.13768864533333333,-0.31921939,0.2104848036666667,0.3340379,-0.199167407,0.188926578,0.2181857266666667,0.30615161333333335,0.22826686666666665,0.07415682733333334,0.4673041133333333,-0.33092296666666665,-0.7338634833333333,-0.9344545866666666,0.35051312333333334,-0.21397032000000002,0.26693421333333334,0.20760541666666668,0.08224885133333333,-0.09108821633333332,-0.19223234333333336,0.37456908333333333,-0.031723863333333345,-0.5630194033333333,-0.13799965533333333,-0.10564853333333335,-0.07741580666666667,0.035994608333333324,0.4853866233333333,-0.08290518666666667,-0.40217263,-0.07096157333333333,0.21369361333333334,0.06821453,0.04224645533333333,-0.2775191383333333,0.058707592333333315,0.08292024333333332,-0.08455399266666667,0.19252609866666667,-0.34568993,0.03905588833333334,0.23186635666666666,-0.031754968,0.011023836666666667,-0.40856351333333335,-0.21927702666666668,-0.2060286033333333,0.42640998666666663,0.060856345,-0.31942007666666666,-0.16660064033333333,-0.35998353666666666,0.2767469683333333,-0.12272789133333332,-0.7663978233333334,-0.12660151666666666,0.01942350933333334,-0.061463844999999996,0.031722367333333334,-0.20661865666666665,-0.111364702
